serial_no,date,country,type,ref_no,summary,un_region,ohchr_region,alleged_victims,nb_of_replies,replies,vulnerable_groups,women_and_girls,human_rights_defenders,mandate
1703,26 Jan 2021,Vietnam,JAL,VNM 1/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,2,26 Mar 2021,1,1,0,trafficking in persons
1703,26 Jan 2021,Vietnam,JAL,VNM 1/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,2,26 Mar 2021,1,1,0,violence against women
1703,26 Jan 2021,Vietnam,JAL,VNM 1/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,2,26 Mar 2021,1,1,0,water and sanitation
1703,26 Jan 2021,Vietnam,JAL,VNM 1/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,2,26 Mar 2021,1,1,0,women and girls
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,terrorism
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,arbitrary detention
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,executions
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,food
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,housing
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,migrants
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,minority issues
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,privacy
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,racism
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,sale of children
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,torture
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,trafficking in persons
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,violence against women
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,water and sanitation
1725,26 Jan 2021,Philippines,JAL,PHL 2/2021,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,0,NA,1,1,0,women and girls
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,terrorism
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,arbitrary detention
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,executions
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,food
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,housing
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,migrants
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,minority issues
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,privacy
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,racism
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,sale of children
1726,26 Jan 2021,Pakistan,JAL,PAK 14/2020,"Information received concerning a registration and verification exercise in Al-Hol and Roj camps located in North-East Syria where your nationals, primarily women and children, are currently deprived of their liberty. In these makeshift locked camps made up of unstable tent-like structures which collapse in strong winds or flood with rain or sewage, hygiene is almost non-existent: limited drinking water is often contaminated, latrines are overflowing, mounds of garbage litter the grounds, and illnesses including viral infections are rampant. Food, water, health care and essential non-food supplies are provided by under-resourced humanitarian groups and organisations. According to the Kurdish Red Crescent, at least 517 people, 371 of them children, died in 2019, many from preventable diseases, in Al-Hol camp alone. In August 2020, eight children under the age of five died in that camp in less than a week, with four caused by malnutrition-related complications and the others were due to dehydration from diarrhoea, heart failure, internal bleeding and hypoglycaemia, according to UNICEF. Covid-19 has increased these difficulties, with a reduction in the number of workers operating in the camp.",Asia-Pacific Group,Asia Pacific,700,1,29 Jan 2021,1,1,0,torture
