country,year,status,country_iso,freedom_status,sub_indicator,score,sub_indicator_text,sub_index_group
India,2020,PF,IND,Partly free,b_limits_on_content,21,Limits on content,aggregation
India,2020,PF,IND,Partly free,c1,4,Legal protections,Violation of user rights
India,2020,PF,IND,Partly free,c2,2,Criminalised online activities,Violation of user rights
India,2020,PF,IND,Partly free,c3,2,Individuals penalised,Violation of user rights
India,2020,PF,IND,Partly free,c4,3,Restricted anonymous communication,Violation of user rights
India,2020,PF,IND,Partly free,c5,1,State infringement of privacy,Violation of user rights
India,2020,PF,IND,Partly free,c6,2,Data monitoring and retention,Violation of user rights
India,2020,PF,IND,Partly free,c7,2,Extralegal intimidation,Violation of user rights
India,2020,PF,IND,Partly free,c8,2,Cyberattacks,Violation of user rights
India,2020,PF,IND,Partly free,c_violations_of_user_rights,18,Violations of user rights,aggregation
India,2020,PF,IND,Partly free,total_country_score,51,Country Score,aggregation
India,2019,PF,IND,Partly free,a1,3,Infrastructural limitations,Obstructions to access
India,2019,PF,IND,Partly free,a2,1,Internet accesibility,Obstructions to access
India,2019,PF,IND,Partly free,a3,2,Government restrictions,Obstructions to access
India,2019,PF,IND,Partly free,a4,4,Service provider diversity,Obstructions to access
India,2019,PF,IND,Partly free,a5,2,Regulatory failure,Obstructions to access
India,2019,PF,IND,Partly free,a_obstacles_to_access,12,Obstacles to access,aggregation
India,2019,PF,IND,Partly free,b1,3,Blocked content,Limits on content
India,2019,PF,IND,Partly free,b2,3,Forced content deletion,Limits on content
India,2019,PF,IND,Partly free,b3,2,"Opaque, unacccountable procedures",Limits on content
India,2019,PF,IND,Partly free,b4,3,Self-censorship,Limits on content
India,2019,PF,IND,Partly free,b5,2,Information control and manipulation,Limits on content
India,2019,PF,IND,Partly free,b6,3,Constraints on publishing,Limits on content
India,2019,PF,IND,Partly free,b7,3,Lack diversity and reliability,Limits on content
India,2019,PF,IND,Partly free,b8,5,Constraints on communities,Limits on content
India,2019,PF,IND,Partly free,b_limits_on_content,24,Limits on content,aggregation
India,2019,PF,IND,Partly free,c1,4,Legal protections,Violation of user rights
India,2019,PF,IND,Partly free,c2,2,Criminalised online activities,Violation of user rights
India,2019,PF,IND,Partly free,c3,2,Individuals penalised,Violation of user rights
India,2019,PF,IND,Partly free,c4,3,Restricted anonymous communication,Violation of user rights
India,2019,PF,IND,Partly free,c5,2,State infringement of privacy,Violation of user rights
India,2019,PF,IND,Partly free,c6,2,Data monitoring and retention,Violation of user rights
India,2019,PF,IND,Partly free,c7,2,Extralegal intimidation,Violation of user rights
India,2019,PF,IND,Partly free,c8,2,Cyberattacks,Violation of user rights
India,2019,PF,IND,Partly free,c_violations_of_user_rights,19,Violations of user rights,aggregation
India,2019,PF,IND,Partly free,total_country_score,55,Country Score,aggregation
India,2018,PF,IND,Partly free,a_obstacles_to_access,12,Obstacles to access,aggregation
India,2018,PF,IND,Partly free,b_limits_on_content,25,Limits on content,aggregation
India,2018,PF,IND,Partly free,c_violations_of_user_rights,20,Violations of user rights,aggregation
India,2018,PF,IND,Partly free,total_country_score,57,Country Score,aggregation
India,2017,PF,IND,Partly free,a_obstacles_to_access,13,Obstacles to access,aggregation
India,2017,PF,IND,Partly free,b_limits_on_content,26,Limits on content,aggregation
India,2017,PF,IND,Partly free,c_violations_of_user_rights,20,Violations of user rights,aggregation
India,2017,PF,IND,Partly free,total_country_score,59,Country Score,aggregation
India,2016,PF,IND,Partly free,a_obstacles_to_access,13,Obstacles to access,aggregation
India,2016,PF,IND,Partly free,b_limits_on_content,26,Limits on content,aggregation
India,2016,PF,IND,Partly free,c_violations_of_user_rights,20,Violations of user rights,aggregation
India,2016,PF,IND,Partly free,total_country_score,59,Country Score,aggregation
India,2015,PF,IND,Partly free,a_obstacles_to_access,13,Obstacles to access,aggregation
India,2015,PF,IND,Partly free,b_limits_on_content,25,Limits on content,aggregation
India,2015,PF,IND,Partly free,c_violations_of_user_rights,22,Violations of user rights,aggregation
India,2015,PF,IND,Partly free,total_country_score,60,Country Score,aggregation
India,2014,PF,IND,Partly free,a_obstacles_to_access,12,Obstacles to access,aggregation
India,2014,PF,IND,Partly free,b_limits_on_content,25,Limits on content,aggregation
India,2014,PF,IND,Partly free,c_violations_of_user_rights,21,Violations of user rights,aggregation
India,2014,PF,IND,Partly free,total_country_score,58,Country Score,aggregation
India,2013,PF,IND,Partly free,a_obstacles_to_access,10,Obstacles to access,aggregation
India,2013,PF,IND,Partly free,b_limits_on_content,23,Limits on content,aggregation
India,2013,PF,IND,Partly free,c_violations_of_user_rights,20,Violations of user rights,aggregation
India,2013,PF,IND,Partly free,total_country_score,53,Country Score,aggregation
India,2012,PF,IND,Partly free,a_obstacles_to_access,12,Obstacles to access,aggregation
India,2012,PF,IND,Partly free,b_limits_on_content,26,Limits on content,aggregation
India,2012,PF,IND,Partly free,c_violations_of_user_rights,23,Violations of user rights,aggregation
India,2012,PF,IND,Partly free,total_country_score,61,Country Score,aggregation
India,2011,PF,IND,Partly free,a_obstacles_to_access,13,Obstacles to access,aggregation
India,2011,PF,IND,Partly free,b_limits_on_content,27,Limits on content,aggregation
India,2011,PF,IND,Partly free,c_violations_of_user_rights,24,Violations of user rights,aggregation
India,2011,PF,IND,Partly free,total_country_score,64,Country Score,aggregation
Indonesia,2023,PF,IDN,Partly free,a1,3,Infrastructural limitations,Obstructions to access
Indonesia,2023,PF,IDN,Partly free,a2,1,Internet accesibility,Obstructions to access
Indonesia,2023,PF,IDN,Partly free,a3,4,Government restrictions,Obstructions to access
Indonesia,2023,PF,IDN,Partly free,a4,4,Service provider diversity,Obstructions to access
Indonesia,2023,PF,IDN,Partly free,a5,2,Regulatory failure,Obstructions to access
Indonesia,2023,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2023,PF,IDN,Partly free,b1,2,Blocked content,Limits on content
Indonesia,2023,PF,IDN,Partly free,b2,2,Forced content deletion,Limits on content
Indonesia,2023,PF,IDN,Partly free,b3,1,"Opaque, unacccountable procedures",Limits on content
Indonesia,2023,PF,IDN,Partly free,b4,2,Self-censorship,Limits on content
Indonesia,2023,PF,IDN,Partly free,b5,2,Information control and manipulation,Limits on content
Indonesia,2023,PF,IDN,Partly free,b6,1,Constraints on publishing,Limits on content
Indonesia,2023,PF,IDN,Partly free,b7,3,Lack diversity and reliability,Limits on content
Indonesia,2023,PF,IDN,Partly free,b8,4,Constraints on communities,Limits on content
Indonesia,2023,PF,IDN,Partly free,b_limits_on_content,17,Limits on content,aggregation
Indonesia,2023,PF,IDN,Partly free,c1,2,Legal protections,Violation of user rights
Indonesia,2023,PF,IDN,Partly free,c2,1,Criminalised online activities,Violation of user rights
Indonesia,2023,PF,IDN,Partly free,c3,2,Individuals penalised,Violation of user rights
Indonesia,2023,PF,IDN,Partly free,c4,3,Restricted anonymous communication,Violation of user rights
Indonesia,2023,PF,IDN,Partly free,c5,2,State infringement of privacy,Violation of user rights
Indonesia,2023,PF,IDN,Partly free,c6,3,Data monitoring and retention,Violation of user rights
Indonesia,2023,PF,IDN,Partly free,c7,2,Extralegal intimidation,Violation of user rights
Indonesia,2023,PF,IDN,Partly free,c8,1,Cyberattacks,Violation of user rights
Indonesia,2023,PF,IDN,Partly free,c_violations_of_user_rights,16,Violations of user rights,aggregation
Indonesia,2023,PF,IDN,Partly free,total_country_score,47,Country Score,aggregation
Indonesia,2022,PF,IDN,Partly free,a1,3,Infrastructural limitations,Obstructions to access
Indonesia,2022,PF,IDN,Partly free,a2,1,Internet accesibility,Obstructions to access
Indonesia,2022,PF,IDN,Partly free,a3,4,Government restrictions,Obstructions to access
Indonesia,2022,PF,IDN,Partly free,a4,4,Service provider diversity,Obstructions to access
Indonesia,2022,PF,IDN,Partly free,a5,2,Regulatory failure,Obstructions to access
Indonesia,2022,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2022,PF,IDN,Partly free,b1,3,Blocked content,Limits on content
Indonesia,2022,PF,IDN,Partly free,b2,2,Forced content deletion,Limits on content
Indonesia,2022,PF,IDN,Partly free,b3,1,"Opaque, unacccountable procedures",Limits on content
Indonesia,2022,PF,IDN,Partly free,b4,2,Self-censorship,Limits on content
Indonesia,2022,PF,IDN,Partly free,b5,1,Information control and manipulation,Limits on content
Indonesia,2022,PF,IDN,Partly free,b6,1,Constraints on publishing,Limits on content
Indonesia,2022,PF,IDN,Partly free,b7,3,Lack diversity and reliability,Limits on content
Indonesia,2022,PF,IDN,Partly free,b8,4,Constraints on communities,Limits on content
Indonesia,2022,PF,IDN,Partly free,b_limits_on_content,17,Limits on content,aggregation
Indonesia,2022,PF,IDN,Partly free,c1,2,Legal protections,Violation of user rights
Indonesia,2022,PF,IDN,Partly free,c2,1,Criminalised online activities,Violation of user rights
Indonesia,2022,PF,IDN,Partly free,c3,2,Individuals penalised,Violation of user rights
Indonesia,2022,PF,IDN,Partly free,c4,3,Restricted anonymous communication,Violation of user rights
Indonesia,2022,PF,IDN,Partly free,c5,2,State infringement of privacy,Violation of user rights
Indonesia,2022,PF,IDN,Partly free,c6,4,Data monitoring and retention,Violation of user rights
Indonesia,2022,PF,IDN,Partly free,c7,3,Extralegal intimidation,Violation of user rights
Indonesia,2022,PF,IDN,Partly free,c8,1,Cyberattacks,Violation of user rights
Indonesia,2022,PF,IDN,Partly free,c_violations_of_user_rights,18,Violations of user rights,aggregation
Indonesia,2022,PF,IDN,Partly free,total_country_score,49,Country Score,aggregation
Indonesia,2021,PF,IDN,Partly free,a1,3,Infrastructural limitations,Obstructions to access
Indonesia,2021,PF,IDN,Partly free,a2,1,Internet accesibility,Obstructions to access
Indonesia,2021,PF,IDN,Partly free,a3,4,Government restrictions,Obstructions to access
Indonesia,2021,PF,IDN,Partly free,a4,4,Service provider diversity,Obstructions to access
Indonesia,2021,PF,IDN,Partly free,a5,2,Regulatory failure,Obstructions to access
Indonesia,2021,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2021,PF,IDN,Partly free,b1,3,Blocked content,Limits on content
Indonesia,2021,PF,IDN,Partly free,b2,2,Forced content deletion,Limits on content
Indonesia,2021,PF,IDN,Partly free,b3,1,"Opaque, unacccountable procedures",Limits on content
Indonesia,2021,PF,IDN,Partly free,b4,2,Self-censorship,Limits on content
Indonesia,2021,PF,IDN,Partly free,b5,1,Information control and manipulation,Limits on content
Indonesia,2021,PF,IDN,Partly free,b6,1,Constraints on publishing,Limits on content
Indonesia,2021,PF,IDN,Partly free,b7,3,Lack diversity and reliability,Limits on content
Indonesia,2021,PF,IDN,Partly free,b8,4,Constraints on communities,Limits on content
Indonesia,2021,PF,IDN,Partly free,b_limits_on_content,17,Limits on content,aggregation
Indonesia,2021,PF,IDN,Partly free,c1,2,Legal protections,Violation of user rights
Indonesia,2021,PF,IDN,Partly free,c2,1,Criminalised online activities,Violation of user rights
Indonesia,2021,PF,IDN,Partly free,c3,2,Individuals penalised,Violation of user rights
Indonesia,2021,PF,IDN,Partly free,c4,3,Restricted anonymous communication,Violation of user rights
Indonesia,2021,PF,IDN,Partly free,c5,2,State infringement of privacy,Violation of user rights
Indonesia,2021,PF,IDN,Partly free,c6,4,Data monitoring and retention,Violation of user rights
Indonesia,2021,PF,IDN,Partly free,c7,2,Extralegal intimidation,Violation of user rights
Indonesia,2021,PF,IDN,Partly free,c8,1,Cyberattacks,Violation of user rights
Indonesia,2021,PF,IDN,Partly free,c_violations_of_user_rights,17,Violations of user rights,aggregation
Indonesia,2021,PF,IDN,Partly free,total_country_score,48,Country Score,aggregation
Indonesia,2020,PF,IDN,Partly free,a1,4,Infrastructural limitations,Obstructions to access
Indonesia,2020,PF,IDN,Partly free,a2,1,Internet accesibility,Obstructions to access
Indonesia,2020,PF,IDN,Partly free,a3,3,Government restrictions,Obstructions to access
Indonesia,2020,PF,IDN,Partly free,a4,4,Service provider diversity,Obstructions to access
Indonesia,2020,PF,IDN,Partly free,a5,2,Regulatory failure,Obstructions to access
Indonesia,2020,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2020,PF,IDN,Partly free,b1,3,Blocked content,Limits on content
Indonesia,2020,PF,IDN,Partly free,b2,2,Forced content deletion,Limits on content
Indonesia,2020,PF,IDN,Partly free,b3,1,"Opaque, unacccountable procedures",Limits on content
Indonesia,2020,PF,IDN,Partly free,b4,2,Self-censorship,Limits on content
Indonesia,2020,PF,IDN,Partly free,b5,1,Information control and manipulation,Limits on content
Indonesia,2020,PF,IDN,Partly free,b6,2,Constraints on publishing,Limits on content
Indonesia,2020,PF,IDN,Partly free,b7,3,Lack diversity and reliability,Limits on content
Indonesia,2020,PF,IDN,Partly free,b8,4,Constraints on communities,Limits on content
Indonesia,2020,PF,IDN,Partly free,b_limits_on_content,18,Limits on content,aggregation
Indonesia,2020,PF,IDN,Partly free,c1,2,Legal protections,Violation of user rights
Indonesia,2020,PF,IDN,Partly free,c2,1,Criminalised online activities,Violation of user rights
Indonesia,2020,PF,IDN,Partly free,c3,2,Individuals penalised,Violation of user rights
Indonesia,2020,PF,IDN,Partly free,c4,3,Restricted anonymous communication,Violation of user rights
Indonesia,2020,PF,IDN,Partly free,c5,2,State infringement of privacy,Violation of user rights
Indonesia,2020,PF,IDN,Partly free,c6,4,Data monitoring and retention,Violation of user rights
Indonesia,2020,PF,IDN,Partly free,c7,2,Extralegal intimidation,Violation of user rights
Indonesia,2020,PF,IDN,Partly free,c8,1,Cyberattacks,Violation of user rights
Indonesia,2020,PF,IDN,Partly free,c_violations_of_user_rights,17,Violations of user rights,aggregation
Indonesia,2020,PF,IDN,Partly free,total_country_score,49,Country Score,aggregation
Indonesia,2019,PF,IDN,Partly free,a1,4,Infrastructural limitations,Obstructions to access
Indonesia,2019,PF,IDN,Partly free,a2,1,Internet accesibility,Obstructions to access
Indonesia,2019,PF,IDN,Partly free,a3,3,Government restrictions,Obstructions to access
Indonesia,2019,PF,IDN,Partly free,a4,4,Service provider diversity,Obstructions to access
Indonesia,2019,PF,IDN,Partly free,a5,2,Regulatory failure,Obstructions to access
Indonesia,2019,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2019,PF,IDN,Partly free,b1,3,Blocked content,Limits on content
Indonesia,2019,PF,IDN,Partly free,b2,2,Forced content deletion,Limits on content
Indonesia,2019,PF,IDN,Partly free,b3,1,"Opaque, unacccountable procedures",Limits on content
Indonesia,2019,PF,IDN,Partly free,b4,2,Self-censorship,Limits on content
Indonesia,2019,PF,IDN,Partly free,b5,2,Information control and manipulation,Limits on content
Indonesia,2019,PF,IDN,Partly free,b6,2,Constraints on publishing,Limits on content
Indonesia,2019,PF,IDN,Partly free,b7,3,Lack diversity and reliability,Limits on content
Indonesia,2019,PF,IDN,Partly free,b8,4,Constraints on communities,Limits on content
Indonesia,2019,PF,IDN,Partly free,b_limits_on_content,19,Limits on content,aggregation
Indonesia,2019,PF,IDN,Partly free,c1,2,Legal protections,Violation of user rights
Indonesia,2019,PF,IDN,Partly free,c2,1,Criminalised online activities,Violation of user rights
Indonesia,2019,PF,IDN,Partly free,c3,2,Individuals penalised,Violation of user rights
Indonesia,2019,PF,IDN,Partly free,c4,3,Restricted anonymous communication,Violation of user rights
Indonesia,2019,PF,IDN,Partly free,c5,2,State infringement of privacy,Violation of user rights
Indonesia,2019,PF,IDN,Partly free,c6,4,Data monitoring and retention,Violation of user rights
Indonesia,2019,PF,IDN,Partly free,c7,2,Extralegal intimidation,Violation of user rights
Indonesia,2019,PF,IDN,Partly free,c8,2,Cyberattacks,Violation of user rights
Indonesia,2019,PF,IDN,Partly free,c_violations_of_user_rights,18,Violations of user rights,aggregation
Indonesia,2019,PF,IDN,Partly free,total_country_score,51,Country Score,aggregation
Indonesia,2018,PF,IDN,Partly free,a_obstacles_to_access,15,Obstacles to access,aggregation
Indonesia,2018,PF,IDN,Partly free,b_limits_on_content,20,Limits on content,aggregation
Indonesia,2018,PF,IDN,Partly free,c_violations_of_user_rights,19,Violations of user rights,aggregation
Indonesia,2018,PF,IDN,Partly free,total_country_score,54,Country Score,aggregation
Indonesia,2017,PF,IDN,Partly free,a_obstacles_to_access,15,Obstacles to access,aggregation
Indonesia,2017,PF,IDN,Partly free,b_limits_on_content,20,Limits on content,aggregation
Indonesia,2017,PF,IDN,Partly free,c_violations_of_user_rights,18,Violations of user rights,aggregation
Indonesia,2017,PF,IDN,Partly free,total_country_score,53,Country Score,aggregation
Indonesia,2016,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2016,PF,IDN,Partly free,b_limits_on_content,21,Limits on content,aggregation
Indonesia,2016,PF,IDN,Partly free,c_violations_of_user_rights,21,Violations of user rights,aggregation
Indonesia,2016,PF,IDN,Partly free,total_country_score,56,Country Score,aggregation
Indonesia,2015,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2015,PF,IDN,Partly free,b_limits_on_content,23,Limits on content,aggregation
Indonesia,2015,PF,IDN,Partly free,c_violations_of_user_rights,21,Violations of user rights,aggregation
Indonesia,2015,PF,IDN,Partly free,total_country_score,58,Country Score,aggregation
Indonesia,2014,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2014,PF,IDN,Partly free,b_limits_on_content,23,Limits on content,aggregation
Indonesia,2014,PF,IDN,Partly free,c_violations_of_user_rights,21,Violations of user rights,aggregation
Indonesia,2014,PF,IDN,Partly free,total_country_score,58,Country Score,aggregation
Indonesia,2013,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2013,PF,IDN,Partly free,b_limits_on_content,24,Limits on content,aggregation
Indonesia,2013,PF,IDN,Partly free,c_violations_of_user_rights,21,Violations of user rights,aggregation
Indonesia,2013,PF,IDN,Partly free,total_country_score,59,Country Score,aggregation
Indonesia,2012,PF,IDN,Partly free,a_obstacles_to_access,14,Obstacles to access,aggregation
Indonesia,2012,PF,IDN,Partly free,b_limits_on_content,24,Limits on content,aggregation
Indonesia,2012,PF,IDN,Partly free,c_violations_of_user_rights,20,Violations of user rights,aggregation
Indonesia,2012,PF,IDN,Partly free,total_country_score,58,Country Score,aggregation
Indonesia,2011,PF,IDN,Partly free,a_obstacles_to_access,11,Obstacles to access,aggregation
Indonesia,2011,PF,IDN,Partly free,b_limits_on_content,22,Limits on content,aggregation
Indonesia,2011,PF,IDN,Partly free,c_violations_of_user_rights,21,Violations of user rights,aggregation
Indonesia,2011,PF,IDN,Partly free,total_country_score,54,Country Score,aggregation
Iran,2023,NF,IRN,Not free,a1,5,Infrastructural limitations,Obstructions to access
Iran,2023,NF,IRN,Not free,a2,1,Internet accesibility,Obstructions to access
Iran,2023,NF,IRN,Not free,a3,0,Government restrictions,Obstructions to access
Iran,2023,NF,IRN,Not free,a4,0,Service provider diversity,Obstructions to access
Iran,2023,NF,IRN,Not free,a5,0,Regulatory failure,Obstructions to access
Iran,2023,NF,IRN,Not free,a_obstacles_to_access,6,Obstacles to access,aggregation
Iran,2023,NF,IRN,Not free,b1,0,Blocked content,Limits on content
Iran,2023,NF,IRN,Not free,b2,0,Forced content deletion,Limits on content
Iran,2023,NF,IRN,Not free,b3,0,"Opaque, unacccountable procedures",Limits on content
Iran,2023,NF,IRN,Not free,b4,1,Self-censorship,Limits on content
Iran,2023,NF,IRN,Not free,b5,0,Information control and manipulation,Limits on content
Iran,2023,NF,IRN,Not free,b6,0,Constraints on publishing,Limits on content
Iran,2023,NF,IRN,Not free,b7,1,Lack diversity and reliability,Limits on content
Iran,2023,NF,IRN,Not free,b8,2,Constraints on communities,Limits on content
Iran,2023,NF,IRN,Not free,b_limits_on_content,4,Limits on content,aggregation
Iran,2023,NF,IRN,Not free,c1,0,Legal protections,Violation of user rights
Iran,2023,NF,IRN,Not free,c2,0,Criminalised online activities,Violation of user rights
Iran,2023,NF,IRN,Not free,c3,0,Individuals penalised,Violation of user rights
Iran,2023,NF,IRN,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Iran,2023,NF,IRN,Not free,c5,0,State infringement of privacy,Violation of user rights
Iran,2023,NF,IRN,Not free,c6,0,Data monitoring and retention,Violation of user rights
Iran,2023,NF,IRN,Not free,c7,0,Extralegal intimidation,Violation of user rights
Iran,2023,NF,IRN,Not free,c8,0,Cyberattacks,Violation of user rights
Iran,2023,NF,IRN,Not free,c_violations_of_user_rights,1,Violations of user rights,aggregation
Iran,2023,NF,IRN,Not free,total_country_score,11,Country Score,aggregation
Iran,2022,NF,IRN,Not free,a1,5,Infrastructural limitations,Obstructions to access
Iran,2022,NF,IRN,Not free,a2,1,Internet accesibility,Obstructions to access
Iran,2022,NF,IRN,Not free,a3,1,Government restrictions,Obstructions to access
Iran,2022,NF,IRN,Not free,a4,0,Service provider diversity,Obstructions to access
Iran,2022,NF,IRN,Not free,a5,0,Regulatory failure,Obstructions to access
Iran,2022,NF,IRN,Not free,a_obstacles_to_access,7,Obstacles to access,aggregation
Iran,2022,NF,IRN,Not free,b1,0,Blocked content,Limits on content
Iran,2022,NF,IRN,Not free,b2,0,Forced content deletion,Limits on content
Iran,2022,NF,IRN,Not free,b3,0,"Opaque, unacccountable procedures",Limits on content
Iran,2022,NF,IRN,Not free,b4,1,Self-censorship,Limits on content
Iran,2022,NF,IRN,Not free,b5,1,Information control and manipulation,Limits on content
Iran,2022,NF,IRN,Not free,b6,0,Constraints on publishing,Limits on content
Iran,2022,NF,IRN,Not free,b7,1,Lack diversity and reliability,Limits on content
Iran,2022,NF,IRN,Not free,b8,2,Constraints on communities,Limits on content
Iran,2022,NF,IRN,Not free,b_limits_on_content,5,Limits on content,aggregation
Iran,2022,NF,IRN,Not free,c1,0,Legal protections,Violation of user rights
Iran,2022,NF,IRN,Not free,c2,0,Criminalised online activities,Violation of user rights
Iran,2022,NF,IRN,Not free,c3,1,Individuals penalised,Violation of user rights
Iran,2022,NF,IRN,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Iran,2022,NF,IRN,Not free,c5,1,State infringement of privacy,Violation of user rights
Iran,2022,NF,IRN,Not free,c6,0,Data monitoring and retention,Violation of user rights
Iran,2022,NF,IRN,Not free,c7,1,Extralegal intimidation,Violation of user rights
Iran,2022,NF,IRN,Not free,c8,0,Cyberattacks,Violation of user rights
Iran,2022,NF,IRN,Not free,c_violations_of_user_rights,4,Violations of user rights,aggregation
Iran,2022,NF,IRN,Not free,total_country_score,16,Country Score,aggregation
Iran,2021,NF,IRN,Not free,a1,5,Infrastructural limitations,Obstructions to access
Iran,2021,NF,IRN,Not free,a2,1,Internet accesibility,Obstructions to access
Iran,2021,NF,IRN,Not free,a3,2,Government restrictions,Obstructions to access
Iran,2021,NF,IRN,Not free,a4,0,Service provider diversity,Obstructions to access
Iran,2021,NF,IRN,Not free,a5,0,Regulatory failure,Obstructions to access
Iran,2021,NF,IRN,Not free,a_obstacles_to_access,8,Obstacles to access,aggregation
Iran,2021,NF,IRN,Not free,b1,0,Blocked content,Limits on content
Iran,2021,NF,IRN,Not free,b2,0,Forced content deletion,Limits on content
Iran,2021,NF,IRN,Not free,b3,0,"Opaque, unacccountable procedures",Limits on content
Iran,2021,NF,IRN,Not free,b4,1,Self-censorship,Limits on content
Iran,2021,NF,IRN,Not free,b5,1,Information control and manipulation,Limits on content
Iran,2021,NF,IRN,Not free,b6,0,Constraints on publishing,Limits on content
Iran,2021,NF,IRN,Not free,b7,1,Lack diversity and reliability,Limits on content
Iran,2021,NF,IRN,Not free,b8,2,Constraints on communities,Limits on content
Iran,2021,NF,IRN,Not free,b_limits_on_content,5,Limits on content,aggregation
Iran,2021,NF,IRN,Not free,c1,0,Legal protections,Violation of user rights
Iran,2021,NF,IRN,Not free,c2,0,Criminalised online activities,Violation of user rights
Iran,2021,NF,IRN,Not free,c3,0,Individuals penalised,Violation of user rights
Iran,2021,NF,IRN,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Iran,2021,NF,IRN,Not free,c5,1,State infringement of privacy,Violation of user rights
Iran,2021,NF,IRN,Not free,c6,0,Data monitoring and retention,Violation of user rights
Iran,2021,NF,IRN,Not free,c7,1,Extralegal intimidation,Violation of user rights
Iran,2021,NF,IRN,Not free,c8,0,Cyberattacks,Violation of user rights
Iran,2021,NF,IRN,Not free,c_violations_of_user_rights,3,Violations of user rights,aggregation
Iran,2021,NF,IRN,Not free,total_country_score,16,Country Score,aggregation
Iran,2020,NF,IRN,Not free,a1,5,Infrastructural limitations,Obstructions to access
Iran,2020,NF,IRN,Not free,a2,1,Internet accesibility,Obstructions to access
Iran,2020,NF,IRN,Not free,a3,1,Government restrictions,Obstructions to access
Iran,2020,NF,IRN,Not free,a4,0,Service provider diversity,Obstructions to access
Iran,2020,NF,IRN,Not free,a5,0,Regulatory failure,Obstructions to access
Iran,2020,NF,IRN,Not free,a_obstacles_to_access,7,Obstacles to access,aggregation
Iran,2020,NF,IRN,Not free,b1,0,Blocked content,Limits on content
Iran,2020,NF,IRN,Not free,b2,0,Forced content deletion,Limits on content
Iran,2020,NF,IRN,Not free,b3,0,"Opaque, unacccountable procedures",Limits on content
Iran,2020,NF,IRN,Not free,b4,1,Self-censorship,Limits on content
Iran,2020,NF,IRN,Not free,b5,1,Information control and manipulation,Limits on content
Iran,2020,NF,IRN,Not free,b6,0,Constraints on publishing,Limits on content
Iran,2020,NF,IRN,Not free,b7,1,Lack diversity and reliability,Limits on content
Iran,2020,NF,IRN,Not free,b8,2,Constraints on communities,Limits on content
Iran,2020,NF,IRN,Not free,b_limits_on_content,5,Limits on content,aggregation
Iran,2020,NF,IRN,Not free,c1,0,Legal protections,Violation of user rights
Iran,2020,NF,IRN,Not free,c2,0,Criminalised online activities,Violation of user rights
Iran,2020,NF,IRN,Not free,c3,0,Individuals penalised,Violation of user rights
Iran,2020,NF,IRN,Not free,c4,1,Restricted anonymous communication,Violation of user rights
Iran,2020,NF,IRN,Not free,c5,1,State infringement of privacy,Violation of user rights
Iran,2020,NF,IRN,Not free,c6,0,Data monitoring and retention,Violation of user rights
Iran,2020,NF,IRN,Not free,c7,1,Extralegal intimidation,Violation of user rights
Iran,2020,NF,IRN,Not free,c8,0,Cyberattacks,Violation of user rights
Iran,2020,NF,IRN,Not free,c_violations_of_user_rights,3,Violations of user rights,aggregation
Iran,2020,NF,IRN,Not free,total_country_score,15,Country Score,aggregation
Iran,2019,NF,IRN,Not free,a1,4,Infrastructural limitations,Obstructions to access
Iran,2019,NF,IRN,Not free,a2,1,Internet accesibility,Obstructions to access
Iran,2019,NF,IRN,Not free,a3,2,Government restrictions,Obstructions to access
Iran,2019,NF,IRN,Not free,a4,0,Service provider diversity,Obstructions to access
Iran,2019,NF,IRN,Not free,a5,0,Regulatory failure,Obstructions to access
Iran,2019,NF,IRN,Not free,a_obstacles_to_access,7,Obstacles to access,aggregation
Iran,2019,NF,IRN,Not free,b1,0,Blocked content,Limits on content
Iran,2019,NF,IRN,Not free,b2,0,Forced content deletion,Limits on content
Iran,2019,NF,IRN,Not free,b3,0,"Opaque, unacccountable procedures",Limits on content
Iran,2019,NF,IRN,Not free,b4,1,Self-censorship,Limits on content
Iran,2019,NF,IRN,Not free,b5,1,Information control and manipulation,Limits on content
Iran,2019,NF,IRN,Not free,b6,0,Constraints on publishing,Limits on content
Iran,2019,NF,IRN,Not free,b7,1,Lack diversity and reliability,Limits on content
Iran,2019,NF,IRN,Not free,b8,2,Constraints on communities,Limits on content
Iran,2019,NF,IRN,Not free,b_limits_on_content,5,Limits on content,aggregation
Iran,2019,NF,IRN,Not free,c1,0,Legal protections,Violation of user rights
Iran,2019,NF,IRN,Not free,c2,0,Criminalised online activities,Violation of user rights
