country,year,status,sub_indicator,score,sub_indicator_category,country_iso
Vietnam,2022,NF,right_to_assembly,1,civil_liberties,VNM
Vietnam,2022,NF,rule_of_law,4,civil_liberties,VNM
Vietnam,2022,NF,personal_autonomy,8,civil_liberties,VNM
Vietnam,2022,NF,political_rights,3,aggregation,VNM
Vietnam,2022,NF,civil_liberties,16,aggregation,VNM
Vietnam,2022,NF,total,19,aggregation,VNM
Afghanistan,2021,NF,electoral_process,3,political_rights,AFG
Afghanistan,2021,NF,pluralism_participation,7,political_rights,AFG
Afghanistan,2021,NF,functioning_government,3,political_rights,AFG
Afghanistan,2021,NF,freedom_of_expression,6,civil_liberties,AFG
Afghanistan,2021,NF,right_to_assembly,4,civil_liberties,AFG
Afghanistan,2021,NF,rule_of_law,2,civil_liberties,AFG
Afghanistan,2021,NF,personal_autonomy,2,civil_liberties,AFG
Afghanistan,2021,NF,political_rights,13,aggregation,AFG
Afghanistan,2021,NF,civil_liberties,14,aggregation,AFG
Afghanistan,2021,NF,total,27,aggregation,AFG
Bangladesh,2021,PF,electoral_process,4,political_rights,BGD
Bangladesh,2021,PF,pluralism_participation,7,political_rights,BGD
Bangladesh,2021,PF,functioning_government,4,political_rights,BGD
Bangladesh,2021,PF,freedom_of_expression,6,civil_liberties,BGD
Bangladesh,2021,PF,right_to_assembly,5,civil_liberties,BGD
Bangladesh,2021,PF,rule_of_law,4,civil_liberties,BGD
Bangladesh,2021,PF,personal_autonomy,9,civil_liberties,BGD
Bangladesh,2021,PF,political_rights,15,aggregation,BGD
Bangladesh,2021,PF,civil_liberties,24,aggregation,BGD
Bangladesh,2021,PF,total,39,aggregation,BGD
Bhutan,2021,PF,electoral_process,10,political_rights,BTN
Bhutan,2021,PF,pluralism_participation,12,political_rights,BTN
Bhutan,2021,PF,functioning_government,9,political_rights,BTN
Bhutan,2021,PF,freedom_of_expression,9,civil_liberties,BTN
Bhutan,2021,PF,right_to_assembly,5,civil_liberties,BTN
Bhutan,2021,PF,rule_of_law,8,civil_liberties,BTN
Bhutan,2021,PF,personal_autonomy,9,civil_liberties,BTN
Bhutan,2021,PF,political_rights,30,aggregation,BTN
Bhutan,2021,PF,civil_liberties,31,aggregation,BTN
Bhutan,2021,PF,total,61,aggregation,BTN
Cambodia,2021,NF,electoral_process,1,political_rights,KHM
Cambodia,2021,NF,pluralism_participation,2,political_rights,KHM
Cambodia,2021,NF,functioning_government,2,political_rights,KHM
Cambodia,2021,NF,freedom_of_expression,7,civil_liberties,KHM
Cambodia,2021,NF,right_to_assembly,3,civil_liberties,KHM
Cambodia,2021,NF,rule_of_law,3,civil_liberties,KHM
Cambodia,2021,NF,personal_autonomy,6,civil_liberties,KHM
Cambodia,2021,NF,political_rights,5,aggregation,KHM
Cambodia,2021,NF,civil_liberties,19,aggregation,KHM
Cambodia,2021,NF,total,24,aggregation,KHM
China,2021,NF,electoral_process,0,political_rights,CHN
China,2021,NF,pluralism_participation,0,political_rights,CHN
China,2021,NF,functioning_government,1,political_rights,CHN
China,2021,NF,freedom_of_expression,1,civil_liberties,CHN
China,2021,NF,right_to_assembly,2,civil_liberties,CHN
China,2021,NF,rule_of_law,2,civil_liberties,CHN
China,2021,NF,personal_autonomy,6,civil_liberties,CHN
China,2021,NF,political_rights,-2,aggregation,CHN
China,2021,NF,civil_liberties,11,aggregation,CHN
China,2021,NF,total,9,aggregation,CHN
Fiji,2021,PF,electoral_process,8,political_rights,FJI
Fiji,2021,PF,pluralism_participation,9,political_rights,FJI
Fiji,2021,PF,functioning_government,7,political_rights,FJI
Fiji,2021,PF,freedom_of_expression,12,civil_liberties,FJI
Fiji,2021,PF,right_to_assembly,7,civil_liberties,FJI
Fiji,2021,PF,rule_of_law,7,civil_liberties,FJI
Fiji,2021,PF,personal_autonomy,10,civil_liberties,FJI
Fiji,2021,PF,political_rights,24,aggregation,FJI
Fiji,2021,PF,civil_liberties,36,aggregation,FJI
Fiji,2021,PF,total,60,aggregation,FJI
Hong Kong,2021,PF,electoral_process,2,political_rights,HKG
Hong Kong,2021,PF,pluralism_participation,7,political_rights,HKG
Hong Kong,2021,PF,functioning_government,6,political_rights,HKG
Hong Kong,2021,PF,freedom_of_expression,9,civil_liberties,HKG
Hong Kong,2021,PF,right_to_assembly,6,civil_liberties,HKG
Hong Kong,2021,PF,rule_of_law,9,civil_liberties,HKG
Hong Kong,2021,PF,personal_autonomy,13,civil_liberties,HKG
Hong Kong,2021,PF,political_rights,15,aggregation,HKG
Hong Kong,2021,PF,civil_liberties,37,aggregation,HKG
Hong Kong,2021,PF,total,52,aggregation,HKG
India,2021,PF,electoral_process,12,political_rights,IND
India,2021,PF,pluralism_participation,13,political_rights,IND
India,2021,PF,functioning_government,9,political_rights,IND
India,2021,PF,freedom_of_expression,9,civil_liberties,IND
India,2021,PF,right_to_assembly,7,civil_liberties,IND
India,2021,PF,rule_of_law,8,civil_liberties,IND
India,2021,PF,personal_autonomy,9,civil_liberties,IND
India,2021,PF,political_rights,34,aggregation,IND
India,2021,PF,civil_liberties,33,aggregation,IND
India,2021,PF,total,67,aggregation,IND
Indonesia,2021,PF,electoral_process,11,political_rights,IDN
Indonesia,2021,PF,pluralism_participation,13,political_rights,IDN
Indonesia,2021,PF,functioning_government,6,political_rights,IDN
Indonesia,2021,PF,freedom_of_expression,9,civil_liberties,IDN
Indonesia,2021,PF,right_to_assembly,6,civil_liberties,IDN
Indonesia,2021,PF,rule_of_law,5,civil_liberties,IDN
Indonesia,2021,PF,personal_autonomy,9,civil_liberties,IDN
Indonesia,2021,PF,political_rights,30,aggregation,IDN
Indonesia,2021,PF,civil_liberties,29,aggregation,IDN
Indonesia,2021,PF,total,59,aggregation,IDN
Iran,2021,NF,electoral_process,3,political_rights,IRN
Iran,2021,NF,pluralism_participation,2,political_rights,IRN
Iran,2021,NF,functioning_government,1,political_rights,IRN
Iran,2021,NF,freedom_of_expression,2,civil_liberties,IRN
Iran,2021,NF,right_to_assembly,1,civil_liberties,IRN
Iran,2021,NF,rule_of_law,3,civil_liberties,IRN
Iran,2021,NF,personal_autonomy,4,civil_liberties,IRN
Iran,2021,NF,political_rights,6,aggregation,IRN
Iran,2021,NF,civil_liberties,10,aggregation,IRN
Iran,2021,NF,total,16,aggregation,IRN
Laos,2021,NF,electoral_process,0,political_rights,LAO
Laos,2021,NF,pluralism_participation,0,political_rights,LAO
Laos,2021,NF,functioning_government,2,political_rights,LAO
Laos,2021,NF,freedom_of_expression,3,civil_liberties,LAO
Laos,2021,NF,right_to_assembly,0,civil_liberties,LAO
Laos,2021,NF,rule_of_law,2,civil_liberties,LAO
Laos,2021,NF,personal_autonomy,6,civil_liberties,LAO
Laos,2021,NF,political_rights,2,aggregation,LAO
Laos,2021,NF,civil_liberties,11,aggregation,LAO
Laos,2021,NF,total,13,aggregation,LAO
Malaysia,2021,PF,electoral_process,6,political_rights,MYS
Malaysia,2021,PF,pluralism_participation,9,political_rights,MYS
Malaysia,2021,PF,functioning_government,6,political_rights,MYS
Malaysia,2021,PF,freedom_of_expression,8,civil_liberties,MYS
Malaysia,2021,PF,right_to_assembly,6,civil_liberties,MYS
Malaysia,2021,PF,rule_of_law,7,civil_liberties,MYS
Malaysia,2021,PF,personal_autonomy,9,civil_liberties,MYS
Malaysia,2021,PF,political_rights,21,aggregation,MYS
Malaysia,2021,PF,civil_liberties,30,aggregation,MYS
Malaysia,2021,PF,total,51,aggregation,MYS
Maldives,2021,PF,electoral_process,7,political_rights,MDV
Maldives,2021,PF,pluralism_participation,8,political_rights,MDV
Maldives,2021,PF,functioning_government,4,political_rights,MDV
Maldives,2021,PF,freedom_of_expression,3,civil_liberties,MDV
Maldives,2021,PF,right_to_assembly,5,civil_liberties,MDV
Maldives,2021,PF,rule_of_law,6,civil_liberties,MDV
Maldives,2021,PF,personal_autonomy,7,civil_liberties,MDV
Maldives,2021,PF,political_rights,19,aggregation,MDV
Maldives,2021,PF,civil_liberties,21,aggregation,MDV
Maldives,2021,PF,total,40,aggregation,MDV
Mongolia,2021,F,electoral_process,11,political_rights,MNG
Mongolia,2021,F,pluralism_participation,16,political_rights,MNG
Mongolia,2021,F,functioning_government,9,political_rights,MNG
Mongolia,2021,F,freedom_of_expression,14,civil_liberties,MNG
Mongolia,2021,F,right_to_assembly,11,civil_liberties,MNG
Mongolia,2021,F,rule_of_law,11,civil_liberties,MNG
Mongolia,2021,F,personal_autonomy,12,civil_liberties,MNG
Mongolia,2021,F,political_rights,36,aggregation,MNG
Mongolia,2021,F,civil_liberties,48,aggregation,MNG
Mongolia,2021,F,total,84,aggregation,MNG
Myanmar,2021,NF,electoral_process,5,political_rights,MMR
Myanmar,2021,NF,pluralism_participation,8,political_rights,MMR
Myanmar,2021,NF,functioning_government,4,political_rights,MMR
Myanmar,2021,NF,freedom_of_expression,5,civil_liberties,MMR
Myanmar,2021,NF,right_to_assembly,5,civil_liberties,MMR
Myanmar,2021,NF,rule_of_law,1,civil_liberties,MMR
Myanmar,2021,NF,personal_autonomy,4,civil_liberties,MMR
Myanmar,2021,NF,political_rights,13,aggregation,MMR
Myanmar,2021,NF,civil_liberties,15,aggregation,MMR
Myanmar,2021,NF,total,28,aggregation,MMR
Nepal,2021,PF,electoral_process,10,political_rights,NPL
Nepal,2021,PF,pluralism_participation,10,political_rights,NPL
Nepal,2021,PF,functioning_government,5,political_rights,NPL
Nepal,2021,PF,freedom_of_expression,10,civil_liberties,NPL
Nepal,2021,PF,right_to_assembly,7,civil_liberties,NPL
Nepal,2021,PF,rule_of_law,6,civil_liberties,NPL
Nepal,2021,PF,personal_autonomy,8,civil_liberties,NPL
Nepal,2021,PF,political_rights,25,aggregation,NPL
Nepal,2021,PF,civil_liberties,31,aggregation,NPL
Nepal,2021,PF,total,56,aggregation,NPL
North Korea,2021,NF,electoral_process,0,political_rights,PRK
North Korea,2021,NF,pluralism_participation,0,political_rights,PRK
North Korea,2021,NF,functioning_government,0,political_rights,PRK
North Korea,2021,NF,freedom_of_expression,0,civil_liberties,PRK
North Korea,2021,NF,right_to_assembly,0,civil_liberties,PRK
North Korea,2021,NF,rule_of_law,0,civil_liberties,PRK
North Korea,2021,NF,personal_autonomy,3,civil_liberties,PRK
North Korea,2021,NF,political_rights,0,aggregation,PRK
North Korea,2021,NF,civil_liberties,3,aggregation,PRK
North Korea,2021,NF,total,3,aggregation,PRK
Pakistan,2021,PF,electoral_process,5,political_rights,PAK
Pakistan,2021,PF,pluralism_participation,6,political_rights,PAK
Pakistan,2021,PF,functioning_government,4,political_rights,PAK
Pakistan,2021,PF,freedom_of_expression,6,civil_liberties,PAK
Pakistan,2021,PF,right_to_assembly,6,civil_liberties,PAK
Pakistan,2021,PF,rule_of_law,4,civil_liberties,PAK
Pakistan,2021,PF,personal_autonomy,6,civil_liberties,PAK
Pakistan,2021,PF,political_rights,15,aggregation,PAK
Pakistan,2021,PF,civil_liberties,22,aggregation,PAK
Pakistan,2021,PF,total,37,aggregation,PAK
Papua New Guinea,2021,PF,electoral_process,7,political_rights,PNG
Papua New Guinea,2021,PF,pluralism_participation,13,political_rights,PNG
Papua New Guinea,2021,PF,functioning_government,3,political_rights,PNG
Papua New Guinea,2021,PF,freedom_of_expression,14,civil_liberties,PNG
Papua New Guinea,2021,PF,right_to_assembly,10,civil_liberties,PNG
Papua New Guinea,2021,PF,rule_of_law,7,civil_liberties,PNG
Papua New Guinea,2021,PF,personal_autonomy,8,civil_liberties,PNG
Papua New Guinea,2021,PF,political_rights,23,aggregation,PNG
Papua New Guinea,2021,PF,civil_liberties,39,aggregation,PNG
Papua New Guinea,2021,PF,total,62,aggregation,PNG
Philippines,2021,PF,electoral_process,9,political_rights,PHL
Philippines,2021,PF,pluralism_participation,10,political_rights,PHL
Philippines,2021,PF,functioning_government,6,political_rights,PHL
Philippines,2021,PF,freedom_of_expression,12,civil_liberties,PHL
Philippines,2021,PF,right_to_assembly,6,civil_liberties,PHL
Philippines,2021,PF,rule_of_law,3,civil_liberties,PHL
Philippines,2021,PF,personal_autonomy,10,civil_liberties,PHL
Philippines,2021,PF,political_rights,25,aggregation,PHL
Philippines,2021,PF,civil_liberties,31,aggregation,PHL
Philippines,2021,PF,total,56,aggregation,PHL
Solomon Islands,2021,F,electoral_process,9,political_rights,SLB
Solomon Islands,2021,F,pluralism_participation,14,political_rights,SLB
Solomon Islands,2021,F,functioning_government,7,political_rights,SLB
Solomon Islands,2021,F,freedom_of_expression,16,civil_liberties,SLB
Solomon Islands,2021,F,right_to_assembly,10,civil_liberties,SLB
Solomon Islands,2021,F,rule_of_law,11,civil_liberties,SLB
Solomon Islands,2021,F,personal_autonomy,12,civil_liberties,SLB
Solomon Islands,2021,F,political_rights,30,aggregation,SLB
Solomon Islands,2021,F,civil_liberties,49,aggregation,SLB
Solomon Islands,2021,F,total,79,aggregation,SLB
South Korea,2021,F,electoral_process,11,political_rights,KOR
South Korea,2021,F,pluralism_participation,13,political_rights,KOR
South Korea,2021,F,functioning_government,9,political_rights,KOR
South Korea,2021,F,freedom_of_expression,14,civil_liberties,KOR
South Korea,2021,F,right_to_assembly,11,civil_liberties,KOR
South Korea,2021,F,rule_of_law,12,civil_liberties,KOR
South Korea,2021,F,personal_autonomy,13,civil_liberties,KOR
South Korea,2021,F,political_rights,33,aggregation,KOR
South Korea,2021,F,civil_liberties,50,aggregation,KOR
South Korea,2021,F,total,83,aggregation,KOR
Sri Lanka,2021,PF,electoral_process,9,political_rights,LKA
Sri Lanka,2021,PF,pluralism_participation,10,political_rights,LKA
Sri Lanka,2021,PF,functioning_government,5,political_rights,LKA
Sri Lanka,2021,PF,freedom_of_expression,8,civil_liberties,LKA
Sri Lanka,2021,PF,right_to_assembly,9,civil_liberties,LKA
Sri Lanka,2021,PF,rule_of_law,8,civil_liberties,LKA
Sri Lanka,2021,PF,personal_autonomy,8,civil_liberties,LKA
Sri Lanka,2021,PF,political_rights,23,aggregation,LKA
Sri Lanka,2021,PF,civil_liberties,33,aggregation,LKA
Sri Lanka,2021,PF,total,56,aggregation,LKA
Thailand,2021,NF,electoral_process,1,political_rights,THA
Thailand,2021,NF,pluralism_participation,2,political_rights,THA
Thailand,2021,NF,functioning_government,2,political_rights,THA
Thailand,2021,NF,freedom_of_expression,6,civil_liberties,THA
Thailand,2021,NF,right_to_assembly,4,civil_liberties,THA
Thailand,2021,NF,rule_of_law,5,civil_liberties,THA
Thailand,2021,NF,personal_autonomy,10,civil_liberties,THA
Thailand,2021,NF,political_rights,5,aggregation,THA
Thailand,2021,NF,civil_liberties,25,aggregation,THA
Thailand,2021,NF,total,30,aggregation,THA
Timor-Leste,2021,F,electoral_process,11,political_rights,TLS
Timor-Leste,2021,F,pluralism_participation,14,political_rights,TLS
Timor-Leste,2021,F,functioning_government,8,political_rights,TLS
Timor-Leste,2021,F,freedom_of_expression,14,civil_liberties,TLS
Timor-Leste,2021,F,right_to_assembly,8,civil_liberties,TLS
Timor-Leste,2021,F,rule_of_law,8,civil_liberties,TLS
Timor-Leste,2021,F,personal_autonomy,9,civil_liberties,TLS
Timor-Leste,2021,F,political_rights,33,aggregation,TLS
Timor-Leste,2021,F,civil_liberties,39,aggregation,TLS
Timor-Leste,2021,F,total,72,aggregation,TLS
Vanuatu,2021,F,electoral_process,10,political_rights,VUT
Vanuatu,2021,F,pluralism_participation,15,political_rights,VUT
Vanuatu,2021,F,functioning_government,8,political_rights,VUT
Vanuatu,2021,F,freedom_of_expression,14,civil_liberties,VUT
Vanuatu,2021,F,right_to_assembly,11,civil_liberties,VUT
Vanuatu,2021,F,rule_of_law,13,civil_liberties,VUT
Vanuatu,2021,F,personal_autonomy,11,civil_liberties,VUT
Vanuatu,2021,F,political_rights,33,aggregation,VUT
Vanuatu,2021,F,civil_liberties,49,aggregation,VUT
Vanuatu,2021,F,total,82,aggregation,VUT
Vietnam,2021,NF,electoral_process,0,political_rights,VNM
Vietnam,2021,NF,pluralism_participation,1,political_rights,VNM
Vietnam,2021,NF,functioning_government,2,political_rights,VNM
Vietnam,2021,NF,freedom_of_expression,3,civil_liberties,VNM
Vietnam,2021,NF,right_to_assembly,1,civil_liberties,VNM
Vietnam,2021,NF,rule_of_law,4,civil_liberties,VNM
Vietnam,2021,NF,personal_autonomy,8,civil_liberties,VNM
Vietnam,2021,NF,political_rights,3,aggregation,VNM
Vietnam,2021,NF,civil_liberties,16,aggregation,VNM
Vietnam,2021,NF,total,19,aggregation,VNM
Afghanistan,2020,NF,electoral_process,3,political_rights,AFG
Afghanistan,2020,NF,pluralism_participation,7,political_rights,AFG
Afghanistan,2020,NF,functioning_government,3,political_rights,AFG
Afghanistan,2020,NF,freedom_of_expression,6,civil_liberties,AFG
Afghanistan,2020,NF,right_to_assembly,4,civil_liberties,AFG
Afghanistan,2020,NF,rule_of_law,2,civil_liberties,AFG
Afghanistan,2020,NF,personal_autonomy,2,civil_liberties,AFG
Afghanistan,2020,NF,political_rights,13,aggregation,AFG
Afghanistan,2020,NF,civil_liberties,14,aggregation,AFG
Afghanistan,2020,NF,total,27,aggregation,AFG
Bangladesh,2020,PF,electoral_process,4,political_rights,BGD
Bangladesh,2020,PF,pluralism_participation,7,political_rights,BGD
Bangladesh,2020,PF,functioning_government,4,political_rights,BGD
Bangladesh,2020,PF,freedom_of_expression,6,civil_liberties,BGD
Bangladesh,2020,PF,right_to_assembly,5,civil_liberties,BGD
Bangladesh,2020,PF,rule_of_law,4,civil_liberties,BGD
Bangladesh,2020,PF,personal_autonomy,9,civil_liberties,BGD
Bangladesh,2020,PF,political_rights,15,aggregation,BGD
Bangladesh,2020,PF,civil_liberties,24,aggregation,BGD
Bangladesh,2020,PF,total,39,aggregation,BGD
Bhutan,2020,PF,electoral_process,10,political_rights,BTN
Bhutan,2020,PF,pluralism_participation,11,political_rights,BTN
Bhutan,2020,PF,functioning_government,9,political_rights,BTN
Bhutan,2020,PF,freedom_of_expression,9,civil_liberties,BTN
Bhutan,2020,PF,right_to_assembly,5,civil_liberties,BTN
Bhutan,2020,PF,rule_of_law,8,civil_liberties,BTN
Bhutan,2020,PF,personal_autonomy,8,civil_liberties,BTN
Bhutan,2020,PF,political_rights,29,aggregation,BTN
Bhutan,2020,PF,civil_liberties,30,aggregation,BTN
Bhutan,2020,PF,total,59,aggregation,BTN
Cambodia,2020,NF,electoral_process,1,political_rights,KHM
Cambodia,2020,NF,pluralism_participation,2,political_rights,KHM
Cambodia,2020,NF,functioning_government,2,political_rights,KHM
Cambodia,2020,NF,freedom_of_expression,8,civil_liberties,KHM
Cambodia,2020,NF,right_to_assembly,3,civil_liberties,KHM
Cambodia,2020,NF,rule_of_law,3,civil_liberties,KHM
Cambodia,2020,NF,personal_autonomy,6,civil_liberties,KHM
Cambodia,2020,NF,political_rights,5,aggregation,KHM
Cambodia,2020,NF,civil_liberties,20,aggregation,KHM
Cambodia,2020,NF,total,25,aggregation,KHM
China,2020,NF,electoral_process,0,political_rights,CHN
China,2020,NF,pluralism_participation,0,political_rights,CHN
China,2020,NF,functioning_government,2,political_rights,CHN
China,2020,NF,freedom_of_expression,1,civil_liberties,CHN
China,2020,NF,right_to_assembly,2,civil_liberties,CHN
China,2020,NF,rule_of_law,2,civil_liberties,CHN
China,2020,NF,personal_autonomy,6,civil_liberties,CHN
China,2020,NF,political_rights,-1,aggregation,CHN
China,2020,NF,civil_liberties,11,aggregation,CHN
China,2020,NF,total,10,aggregation,CHN
Fiji,2020,PF,electoral_process,8,political_rights,FJI
Fiji,2020,PF,pluralism_participation,9,political_rights,FJI
Fiji,2020,PF,functioning_government,7,political_rights,FJI
Fiji,2020,PF,freedom_of_expression,12,civil_liberties,FJI
Fiji,2020,PF,right_to_assembly,7,civil_liberties,FJI
Fiji,2020,PF,rule_of_law,7,civil_liberties,FJI
Fiji,2020,PF,personal_autonomy,10,civil_liberties,FJI
Fiji,2020,PF,political_rights,24,aggregation,FJI
Fiji,2020,PF,civil_liberties,36,aggregation,FJI
Fiji,2020,PF,total,60,aggregation,FJI
Hong Kong,2020,PF,electoral_process,2,political_rights,HKG
Hong Kong,2020,PF,pluralism_participation,8,political_rights,HKG
Hong Kong,2020,PF,functioning_government,6,political_rights,HKG
Hong Kong,2020,PF,freedom_of_expression,10,civil_liberties,HKG
Hong Kong,2020,PF,right_to_assembly,6,civil_liberties,HKG
Hong Kong,2020,PF,rule_of_law,10,civil_liberties,HKG
Hong Kong,2020,PF,personal_autonomy,13,civil_liberties,HKG
Hong Kong,2020,PF,political_rights,16,aggregation,HKG
Hong Kong,2020,PF,civil_liberties,39,aggregation,HKG
Hong Kong,2020,PF,total,55,aggregation,HKG
India,2020,F,electoral_process,12,political_rights,IND
India,2020,F,pluralism_participation,13,political_rights,IND
India,2020,F,functioning_government,9,political_rights,IND
India,2020,F,freedom_of_expression,10,civil_liberties,IND
India,2020,F,right_to_assembly,8,civil_liberties,IND
India,2020,F,rule_of_law,9,civil_liberties,IND
India,2020,F,personal_autonomy,10,civil_liberties,IND
India,2020,F,political_rights,34,aggregation,IND
India,2020,F,civil_liberties,37,aggregation,IND
India,2020,F,total,71,aggregation,IND
Indonesia,2020,PF,electoral_process,11,political_rights,IDN
Indonesia,2020,PF,pluralism_participation,13,political_rights,IDN
Indonesia,2020,PF,functioning_government,6,political_rights,IDN
Indonesia,2020,PF,freedom_of_expression,10,civil_liberties,IDN
Indonesia,2020,PF,right_to_assembly,7,civil_liberties,IDN
Indonesia,2020,PF,rule_of_law,5,civil_liberties,IDN
Indonesia,2020,PF,personal_autonomy,9,civil_liberties,IDN
Indonesia,2020,PF,political_rights,30,aggregation,IDN
Indonesia,2020,PF,civil_liberties,31,aggregation,IDN
Indonesia,2020,PF,total,61,aggregation,IDN
Iran,2020,NF,electoral_process,3,political_rights,IRN
Iran,2020,NF,pluralism_participation,2,political_rights,IRN
Iran,2020,NF,functioning_government,2,political_rights,IRN
Iran,2020,NF,freedom_of_expression,2,civil_liberties,IRN
Iran,2020,NF,right_to_assembly,1,civil_liberties,IRN
Iran,2020,NF,rule_of_law,3,civil_liberties,IRN
Iran,2020,NF,personal_autonomy,4,civil_liberties,IRN
Iran,2020,NF,political_rights,7,aggregation,IRN
Iran,2020,NF,civil_liberties,10,aggregation,IRN
Iran,2020,NF,total,17,aggregation,IRN
Laos,2020,NF,electoral_process,0,political_rights,LAO
Laos,2020,NF,pluralism_participation,0,political_rights,LAO
Laos,2020,NF,functioning_government,2,political_rights,LAO
Laos,2020,NF,freedom_of_expression,4,civil_liberties,LAO
Laos,2020,NF,right_to_assembly,0,civil_liberties,LAO
Laos,2020,NF,rule_of_law,2,civil_liberties,LAO
Laos,2020,NF,personal_autonomy,6,civil_liberties,LAO
Laos,2020,NF,political_rights,2,aggregation,LAO
Laos,2020,NF,civil_liberties,12,aggregation,LAO
Laos,2020,NF,total,14,aggregation,LAO
Malaysia,2020,PF,electoral_process,6,political_rights,MYS
Malaysia,2020,PF,pluralism_participation,9,political_rights,MYS
Malaysia,2020,PF,functioning_government,6,political_rights,MYS
Malaysia,2020,PF,freedom_of_expression,9,civil_liberties,MYS
Malaysia,2020,PF,right_to_assembly,6,civil_liberties,MYS
Malaysia,2020,PF,rule_of_law,7,civil_liberties,MYS
Malaysia,2020,PF,personal_autonomy,9,civil_liberties,MYS
Malaysia,2020,PF,political_rights,21,aggregation,MYS
Malaysia,2020,PF,civil_liberties,31,aggregation,MYS
Malaysia,2020,PF,total,52,aggregation,MYS
Maldives,2020,PF,electoral_process,7,political_rights,MDV
Maldives,2020,PF,pluralism_participation,7,political_rights,MDV
Maldives,2020,PF,functioning_government,4,political_rights,MDV
Maldives,2020,PF,freedom_of_expression,3,civil_liberties,MDV
Maldives,2020,PF,right_to_assembly,6,civil_liberties,MDV
Maldives,2020,PF,rule_of_law,6,civil_liberties,MDV
Maldives,2020,PF,personal_autonomy,7,civil_liberties,MDV
Maldives,2020,PF,political_rights,18,aggregation,MDV
Maldives,2020,PF,civil_liberties,22,aggregation,MDV
Maldives,2020,PF,total,40,aggregation,MDV
Mongolia,2020,F,electoral_process,11,political_rights,MNG
Mongolia,2020,F,pluralism_participation,16,political_rights,MNG
Mongolia,2020,F,functioning_government,9,political_rights,MNG
Mongolia,2020,F,freedom_of_expression,14,civil_liberties,MNG
Mongolia,2020,F,right_to_assembly,11,civil_liberties,MNG
Mongolia,2020,F,rule_of_law,11,civil_liberties,MNG
Mongolia,2020,F,personal_autonomy,12,civil_liberties,MNG
Mongolia,2020,F,political_rights,36,aggregation,MNG
Mongolia,2020,F,civil_liberties,48,aggregation,MNG
Mongolia,2020,F,total,84,aggregation,MNG
Myanmar,2020,NF,electoral_process,5,political_rights,MMR
Myanmar,2020,NF,pluralism_participation,9,political_rights,MMR
Myanmar,2020,NF,functioning_government,4,political_rights,MMR
Myanmar,2020,NF,freedom_of_expression,5,civil_liberties,MMR
Myanmar,2020,NF,right_to_assembly,6,civil_liberties,MMR
Myanmar,2020,NF,rule_of_law,1,civil_liberties,MMR
Myanmar,2020,NF,personal_autonomy,4,civil_liberties,MMR
Myanmar,2020,NF,political_rights,14,aggregation,MMR
Myanmar,2020,NF,civil_liberties,16,aggregation,MMR
Myanmar,2020,NF,total,30,aggregation,MMR
Nepal,2020,PF,electoral_process,10,political_rights,NPL
Nepal,2020,PF,pluralism_participation,10,political_rights,NPL
Nepal,2020,PF,functioning_government,5,political_rights,NPL
Nepal,2020,PF,freedom_of_expression,10,civil_liberties,NPL
Nepal,2020,PF,right_to_assembly,7,civil_liberties,NPL
Nepal,2020,PF,rule_of_law,6,civil_liberties,NPL
Nepal,2020,PF,personal_autonomy,8,civil_liberties,NPL
Nepal,2020,PF,political_rights,25,aggregation,NPL
Nepal,2020,PF,civil_liberties,31,aggregation,NPL
Nepal,2020,PF,total,56,aggregation,NPL
North Korea,2020,NF,electoral_process,0,political_rights,PRK
North Korea,2020,NF,pluralism_participation,0,political_rights,PRK
North Korea,2020,NF,functioning_government,0,political_rights,PRK
North Korea,2020,NF,freedom_of_expression,0,civil_liberties,PRK
North Korea,2020,NF,right_to_assembly,0,civil_liberties,PRK
North Korea,2020,NF,rule_of_law,0,civil_liberties,PRK
North Korea,2020,NF,personal_autonomy,3,civil_liberties,PRK
North Korea,2020,NF,political_rights,0,aggregation,PRK
North Korea,2020,NF,civil_liberties,3,aggregation,PRK
North Korea,2020,NF,total,3,aggregation,PRK
Pakistan,2020,PF,electoral_process,5,political_rights,PAK
Pakistan,2020,PF,pluralism_participation,6,political_rights,PAK
Pakistan,2020,PF,functioning_government,5,political_rights,PAK
Pakistan,2020,PF,freedom_of_expression,6,civil_liberties,PAK
Pakistan,2020,PF,right_to_assembly,6,civil_liberties,PAK
Pakistan,2020,PF,rule_of_law,4,civil_liberties,PAK
Pakistan,2020,PF,personal_autonomy,6,civil_liberties,PAK
Pakistan,2020,PF,political_rights,16,aggregation,PAK
Pakistan,2020,PF,civil_liberties,22,aggregation,PAK
Pakistan,2020,PF,total,38,aggregation,PAK
Papua New Guinea,2020,PF,electoral_process,7,political_rights,PNG
Papua New Guinea,2020,PF,pluralism_participation,13,political_rights,PNG
Papua New Guinea,2020,PF,functioning_government,3,political_rights,PNG
Papua New Guinea,2020,PF,freedom_of_expression,14,civil_liberties,PNG
Papua New Guinea,2020,PF,right_to_assembly,10,civil_liberties,PNG
Papua New Guinea,2020,PF,rule_of_law,7,civil_liberties,PNG
Papua New Guinea,2020,PF,personal_autonomy,8,civil_liberties,PNG
Papua New Guinea,2020,PF,political_rights,23,aggregation,PNG
Papua New Guinea,2020,PF,civil_liberties,39,aggregation,PNG
Papua New Guinea,2020,PF,total,62,aggregation,PNG
Philippines,2020,PF,electoral_process,9,political_rights,PHL
Philippines,2020,PF,pluralism_participation,10,political_rights,PHL
