id,reference_code,date,location,district,divisional_secretariat,brief_of_incident,key_perpetrators,perpetrators_religious_affiliation,police_action,government_officials_action,legality_of_place_of_worship,x15,type_of_incident,primary_target
206,02/Mar/E2,2002-03-07T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Refer 02/Mar/E2. The house church came under continuous attack for 17 days. A barrage of stones and other missiles would be thrown at the church each night, from 2 am until dawn.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Place of worship
206,02/Mar/E2,2002-03-07T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Refer 02/Mar/E2. The house church came under continuous attack for 17 days. A barrage of stones and other missiles would be thrown at the church each night, from 2 am until dawn.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
207,02/Mar/E3,2002-03-18T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Refer to 02/Mar/E3. On the 19th of March, the stones damaged the roof and broken tiles fell through. One of the Pastor’s children sustained head injuries and was rushed to the hospital for medical attention. The hospital authorities refused to treat him unless a Police entry was filed. This was done and subsequently the Police took two of the mob leaders in to custody.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Property Damage,Place of worship
208,02/Mar/E4,2002-03-19T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Refer to 02/Mar/E4. The mob leaders were produced before the court on the 22nd of March, and the court refused to release them on bail. This resulted in the mob inciting the village to search for the Pastor and his family. Fearing for their lives, Pastor Chandrakumar, his wife and two of the children fled the village and sought refuge with another Pastor in a neighbouring village.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Intervene after the event,Absent/unknown,N/A,NA,Property Damage,Individual/s
208,02/Mar/E4,2002-03-19T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Refer to 02/Mar/E4. The mob leaders were produced before the court on the 22nd of March, and the court refused to release them on bail. This resulted in the mob inciting the village to search for the Pastor and his family. Fearing for their lives, Pastor Chandrakumar, his wife and two of the children fled the village and sought refuge with another Pastor in a neighbouring village.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Intervene after the event,Absent/unknown,N/A,NA,Physical violence,Individual/s
208,02/Mar/E4,2002-03-19T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Refer to 02/Mar/E4. The mob leaders were produced before the court on the 22nd of March, and the court refused to release them on bail. This resulted in the mob inciting the village to search for the Pastor and his family. Fearing for their lives, Pastor Chandrakumar, his wife and two of the children fled the village and sought refuge with another Pastor in a neighbouring village.",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Intervene after the event,Absent/unknown,N/A,NA,Discriminatory practice or action,Individual/s
209,02/Mar/E5,2002-03-22T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Seven Buddhist monks and a crowd of about 100 villagers threatened the pastor to close down the house Church of the Pentecostal
Assemblies of Sri Lanka in Piliyandala",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Present and intervene,N/A,NA,Hate Speech/Campaign,Individual/s
209,02/Mar/E5,2002-03-22T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Seven Buddhist monks and a crowd of about 100 villagers threatened the pastor to close down the house Church of the Pentecostal
Assemblies of Sri Lanka in Piliyandala",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Present and intervene,N/A,NA,Hate Speech/Campaign,Institutions
209,02/Mar/E5,2002-03-22T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Seven Buddhist monks and a crowd of about 100 villagers threatened the pastor to close down the house Church of the Pentecostal
Assemblies of Sri Lanka in Piliyandala",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Present and intervene,N/A,NA,Hate Speech/Campaign,Clergy
209,02/Mar/E5,2002-03-22T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Seven Buddhist monks and a crowd of about 100 villagers threatened the pastor to close down the house Church of the Pentecostal
Assemblies of Sri Lanka in Piliyandala",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Present and intervene,N/A,NA,Threats,Individual/s
209,02/Mar/E5,2002-03-22T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Seven Buddhist monks and a crowd of about 100 villagers threatened the pastor to close down the house Church of the Pentecostal
Assemblies of Sri Lanka in Piliyandala",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Present and intervene,N/A,NA,Threats,Institutions
209,02/Mar/E5,2002-03-22T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Seven Buddhist monks and a crowd of about 100 villagers threatened the pastor to close down the house Church of the Pentecostal
Assemblies of Sri Lanka in Piliyandala",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Present and intervene,N/A,NA,Threats,Clergy
209,02/Mar/E5,2002-03-22T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Seven Buddhist monks and a crowd of about 100 villagers threatened the pastor to close down the house Church of the Pentecostal
Assemblies of Sri Lanka in Piliyandala",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Present and intervene,N/A,NA, intimidation or coercion,Individual/s
209,02/Mar/E5,2002-03-22T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Seven Buddhist monks and a crowd of about 100 villagers threatened the pastor to close down the house Church of the Pentecostal
Assemblies of Sri Lanka in Piliyandala",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Present and intervene,N/A,NA, intimidation or coercion,Institutions
209,02/Mar/E5,2002-03-22T00:00:00Z,Walpitamulla–Veyangoda,Gampaha,NA,"Seven Buddhist monks and a crowd of about 100 villagers threatened the pastor to close down the house Church of the Pentecostal
Assemblies of Sri Lanka in Piliyandala",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Present and intervene,N/A,NA, intimidation or coercion,Clergy
210,02/May/E1,2002-05-01T00:00:00Z,Piliyandala,Colombo,NA,Refer 02/Jan/E2. Indrani received another letter threatening her and other occupants of her home with death and the demolition of her house if she continued to use her home for Christian worship or activities.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Institutions
210,02/May/E1,2002-05-01T00:00:00Z,Piliyandala,Colombo,NA,Refer 02/Jan/E2. Indrani received another letter threatening her and other occupants of her home with death and the demolition of her house if she continued to use her home for Christian worship or activities.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Clergy
210,02/May/E1,2002-05-01T00:00:00Z,Piliyandala,Colombo,NA,Refer 02/Jan/E2. Indrani received another letter threatening her and other occupants of her home with death and the demolition of her house if she continued to use her home for Christian worship or activities.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Officials
210,02/May/E1,2002-05-01T00:00:00Z,Piliyandala,Colombo,NA,Refer 02/Jan/E2. Indrani received another letter threatening her and other occupants of her home with death and the demolition of her house if she continued to use her home for Christian worship or activities.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
210,02/May/E1,2002-05-01T00:00:00Z,Piliyandala,Colombo,NA,Refer 02/Jan/E2. Indrani received another letter threatening her and other occupants of her home with death and the demolition of her house if she continued to use her home for Christian worship or activities.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Clergy
210,02/May/E1,2002-05-01T00:00:00Z,Piliyandala,Colombo,NA,Refer 02/Jan/E2. Indrani received another letter threatening her and other occupants of her home with death and the demolition of her house if she continued to use her home for Christian worship or activities.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Officials
211,02/May/E2,2002-05-08T00:00:00Z,Kirimetimulla,Matara,NA,"A mob led by Ven. Gnararatne a Buddhist monk arrived at the Calvary Church during the Sunday service and demanded that the Church be closed down. The monk threatened the congregation. The mob beat up the pastor and 2 ladies who were there. Many of the ladies managed to escape and run away. The mob tore up Scripture verses that were on the walls, burned Bibles and damaged the furniture. A police complaint was made and the names of the monk and another leader of the mob were given to the Police. The monk did not come to the Police. The Police indicated that the Church has a legal right to be there (Calvary Church is incorporated under an Act of Parliament). The Pastor was agreeable to forgive and settle the matter amicably. He moved to a new location.
",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
211,02/May/E2,2002-05-08T00:00:00Z,Kirimetimulla,Matara,NA,"A mob led by Ven. Gnararatne a Buddhist monk arrived at the Calvary Church during the Sunday service and demanded that the Church be closed down. The monk threatened the congregation. The mob beat up the pastor and 2 ladies who were there. Many of the ladies managed to escape and run away. The mob tore up Scripture verses that were on the walls, burned Bibles and damaged the furniture. A police complaint was made and the names of the monk and another leader of the mob were given to the Police. The monk did not come to the Police. The Police indicated that the Church has a legal right to be there (Calvary Church is incorporated under an Act of Parliament). The Pastor was agreeable to forgive and settle the matter amicably. He moved to a new location.
",Unaffiliated or unidentified individual or group,Unknown or unverifiable,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA,Property Damage,Individual/s
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA,Property Damage,Place of worship
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA,Property Damage,Institutions
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA,Physical violence,Individual/s
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA,Physical violence,Place of worship
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA,Physical violence,Institutions
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA,Threats,Individual/s
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA,Threats,Place of worship
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA,Threats,Institutions
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA, intimidation or coercion,Place of worship
212,02/Jun/E1,2002-06-15T00:00:00Z,Hikkaduwa,Galle,NA,"At 7.p.m. a mob of about 300 people led by the Buddhist monk in charge of the local temple entered a house that a pastor was visiting. The pastor was attacked with a bicycle chain. He sustained injuries to his head and shoulders. The monk had incited the mob to attack the pastor, shouting “marapan, marapan” (kill him, kill him).","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Present and intervene,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
213,02/Aug/E1,2002-08-23T00:00:00Z,Panadura,Kalutara,NA,A monk had complained to the police that the church was constructing a building and the police held an inquiry. It was agreed that the church would stay its construction for two weeks to enable this process. Eventually the police let the construction proceed.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Institutions
213,02/Aug/E1,2002-08-23T00:00:00Z,Panadura,Kalutara,NA,A monk had complained to the police that the church was constructing a building and the police held an inquiry. It was agreed that the church would stay its construction for two weeks to enable this process. Eventually the police let the construction proceed.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Clergy
213,02/Aug/E1,2002-08-23T00:00:00Z,Panadura,Kalutara,NA,A monk had complained to the police that the church was constructing a building and the police held an inquiry. It was agreed that the church would stay its construction for two weeks to enable this process. Eventually the police let the construction proceed.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Officials
213,02/Aug/E1,2002-08-23T00:00:00Z,Panadura,Kalutara,NA,A monk had complained to the police that the church was constructing a building and the police held an inquiry. It was agreed that the church would stay its construction for two weeks to enable this process. Eventually the police let the construction proceed.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Institutions
213,02/Aug/E1,2002-08-23T00:00:00Z,Panadura,Kalutara,NA,A monk had complained to the police that the church was constructing a building and the police held an inquiry. It was agreed that the church would stay its construction for two weeks to enable this process. Eventually the police let the construction proceed.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Clergy
213,02/Aug/E1,2002-08-23T00:00:00Z,Panadura,Kalutara,NA,A monk had complained to the police that the church was constructing a building and the police held an inquiry. It was agreed that the church would stay its construction for two weeks to enable this process. Eventually the police let the construction proceed.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Officials
213,02/Aug/E1,2002-08-23T00:00:00Z,Panadura,Kalutara,NA,A monk had complained to the police that the church was constructing a building and the police held an inquiry. It was agreed that the church would stay its construction for two weeks to enable this process. Eventually the police let the construction proceed.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
213,02/Aug/E1,2002-08-23T00:00:00Z,Panadura,Kalutara,NA,A monk had complained to the police that the church was constructing a building and the police held an inquiry. It was agreed that the church would stay its construction for two weeks to enable this process. Eventually the police let the construction proceed.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Clergy
213,02/Aug/E1,2002-08-23T00:00:00Z,Panadura,Kalutara,NA,A monk had complained to the police that the church was constructing a building and the police held an inquiry. It was agreed that the church would stay its construction for two weeks to enable this process. Eventually the police let the construction proceed.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Officials
214,02/Aug/E2,2002-08-28T00:00:00Z,Ganemulla,Gampaha,NA,At around 8 pm a monk had gone around the village in a three- wheeler taxi with a loud speaker openly inciting the villagers to join in an attack on the Lord is Our Strength Worship Centre the next morning.,Religious institution or clergy,Buddhist,Present and intervene,Absent/unknown,N/A,NA,Hate Speech/Campaign,Place of worship
215,02/Sep/E1,2002-09-14T00:00:00Z,Padukka,Colombo,NA,"Refer 02/Sep/E1. The church was attacked by a mob led by a Buddhist monk from a nearby temple. He threatened the stunned believers to leave the church and instructed the mob to attack them and if necessary kill them. The monk struck the first blow, attacking pastor Shawn Thuring with his umbrella. When he fell to the ground from a blow to his stomach, the monk picked up a wooden chair and dealt two brutal blows to the pastor’s head. As he lay bleeding the mob overran the church assaulting the believers. The church building and property within were destroyed including furniture, musical instruments and Bibles. A complaint was made to the police by a pastor of another church who witnessed this incident. A court case is proceeding.",Religious institution or clergy,Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Hate Speech/Campaign,Place of worship
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Property Damage,Individual/s
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Property Damage,Place of worship
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Property Damage,Institutions
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Individual/s
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Place of worship
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Institutions
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Place of worship
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Institutions
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Place of worship
216,02/Sep/E2,2002-09-15T00:00:00Z,Padukka,Colombo,NA,"The believers of an independent church in Doonegaha were prevented from attending their worship service. A gang including the local Buddhist monk waylaid the believers and chased them away, threatening that they should not return. The gang confronted the pastor of the church and threatened him too, ordering that he close down the church. The monk had objected to the church functioning in the area. Some members of the gang became violent and assaulted the pastor, but in this instance the monk had intervened and prevented any serious injury.","Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
217,02/Sep/E3,2002-09-21T00:00:00Z,Doonegaha,Gampaha,NA,A house church in the area was burned down on the 13th of October by an unidentified gang.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Individual/s
217,02/Sep/E3,2002-09-21T00:00:00Z,Doonegaha,Gampaha,NA,A house church in the area was burned down on the 13th of October by an unidentified gang.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Institutions
217,02/Sep/E3,2002-09-21T00:00:00Z,Doonegaha,Gampaha,NA,A house church in the area was burned down on the 13th of October by an unidentified gang.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Physical violence,Clergy
217,02/Sep/E3,2002-09-21T00:00:00Z,Doonegaha,Gampaha,NA,A house church in the area was burned down on the 13th of October by an unidentified gang.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Individual/s
217,02/Sep/E3,2002-09-21T00:00:00Z,Doonegaha,Gampaha,NA,A house church in the area was burned down on the 13th of October by an unidentified gang.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Institutions
217,02/Sep/E3,2002-09-21T00:00:00Z,Doonegaha,Gampaha,NA,A house church in the area was burned down on the 13th of October by an unidentified gang.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA,Threats,Clergy
217,02/Sep/E3,2002-09-21T00:00:00Z,Doonegaha,Gampaha,NA,A house church in the area was burned down on the 13th of October by an unidentified gang.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Individual/s
217,02/Sep/E3,2002-09-21T00:00:00Z,Doonegaha,Gampaha,NA,A house church in the area was burned down on the 13th of October by an unidentified gang.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Institutions
217,02/Sep/E3,2002-09-21T00:00:00Z,Doonegaha,Gampaha,NA,A house church in the area was burned down on the 13th of October by an unidentified gang.,"Unaffiliated or unidentified individual or group,Religious institution or clergy",Buddhist,Absent/unknown,Absent/unknown,N/A,NA, intimidation or coercion,Clergy
