country,iso3,year,region,rank,standard_error,number_of_sources,lower_ci,upper_ci,index,value
India,IND,2021,AP,85,1.173647,9,38.06935,41.93065,Economist Intelligence Unit Country Ratings,37.26319
India,IND,2021,AP,85,1.173647,9,38.06935,41.93065,Global Insights Country Risk Ratings,46.73721
India,IND,2021,AP,85,1.173647,9,38.06935,41.93065,IMD World Competitiveness Yearbook,45.5888
India,IND,2021,AP,85,1.173647,9,38.06935,41.93065,PERC Asia Risk Guide,31.09874
India,IND,2021,AP,85,1.173647,9,38.06935,41.93065,PRS International Country Risk Guide,41.12743
India,IND,2021,AP,85,1.173647,9,38.06935,41.93065,Varieties of Democracy Project,45.61488
India,IND,2021,AP,85,1.173647,9,38.06935,41.93065,World Economic Forum EOS,39.94415
India,IND,2021,AP,85,1.173647,9,38.06935,41.93065,World Justice Project Rule of Law Index,31.0894
India,IND,2021,AP,85,1.173647,9,38.06935,41.93065,CPI score,40
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,Bertelsmann Foundation Transformation Index,45
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,Economist Intelligence Unit Country Ratings,37
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,Global Insights Country Risk Ratings,47
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,IMD World Competitiveness Yearbook,44
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,PERC Asia Risk Guide,28
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,PRS International Country Risk Guide,41
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,Varieties of Democracy Project,41
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,World Economic Forum EOS,43
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,World Justice Project Rule of Law Index,34
India,IND,2020,AP,86,1.141572,9,38.12782,41.87218,CPI score,40
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,Bertelsmann Foundation Transformation Index,45
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,Economist Intelligence Unit Country Ratings,37
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,Global Insights Country Risk Ratings,47
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,IMD World Competitiveness Yearbook,44
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,PERC Asia Risk Guide,34
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,PRS International Country Risk Guide,41
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,Varieties of Democracy Project,46
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,World Economic Forum EOS,43
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,World Justice Project Rule of Law Index,35
India,IND,2019,AP,80,1.604926,9,38.36792,43.63208,CPI score,41
India,IND,2018,AP,78,2.42,9,37,45,Bertelsmann Foundation Transformation Index,45
India,IND,2018,AP,78,2.42,9,37,45,Economist Intelligence Unit Country Ratings,37
India,IND,2018,AP,78,2.42,9,37,45,Global Insights Country Risk Ratings,47
India,IND,2018,AP,78,2.42,9,37,45,IMD World Competitiveness Yearbook,37
India,IND,2018,AP,78,2.42,9,37,45,PERC Asia Risk Guide,36
India,IND,2018,AP,78,2.42,9,37,45,PRS International Country Risk Guide,41
India,IND,2018,AP,78,2.42,9,37,45,Varieties of Democracy Project,33
India,IND,2018,AP,78,2.42,9,37,45,World Economic Forum EOS,56
India,IND,2018,AP,78,2.42,9,37,45,World Justice Project Rule of Law Index,36
India,IND,2018,AP,78,2.42,9,37,45,CPI score,41
India,IND,2017,AP,81,2.16,9,36,44,Bertelsmann Foundation Transformation Index,45
India,IND,2017,AP,81,2.16,9,36,44,Economist Intelligence Unit Country Ratings,37
India,IND,2017,AP,81,2.16,9,36,44,Global Insights Country Risk Ratings,35
India,IND,2017,AP,81,2.16,9,36,44,IMD World Competitiveness Yearbook,35
India,IND,2017,AP,81,2.16,9,36,44,PERC Asia Risk Guide,40
India,IND,2017,AP,81,2.16,9,36,44,PRS International Country Risk Guide,41
India,IND,2017,AP,81,2.16,9,36,44,Varieties of Democracy Project,35
India,IND,2017,AP,81,2.16,9,36,44,World Economic Forum EOS,54
India,IND,2017,AP,81,2.16,9,36,44,World Justice Project Rule of Law Index,36
India,IND,2017,AP,81,2.16,9,36,44,CPI score,40
India,IND,2016,AP,79,2.47,8,36,44,Bertelsmann Foundation Transformation Index,45
India,IND,2016,AP,79,2.47,8,36,44,Economist Intelligence Unit Country Ratings,37
India,IND,2016,AP,79,2.47,8,36,44,Global Insights Country Risk Ratings,34
India,IND,2016,AP,79,2.47,8,36,44,IMD World Competitiveness Yearbook,39
India,IND,2016,AP,79,2.47,8,36,44,PERC Asia Risk Guide,34
India,IND,2016,AP,79,2.47,8,36,44,PRS International Country Risk Guide,41
India,IND,2016,AP,79,2.47,8,36,44,World Economic Forum EOS,54
India,IND,2016,AP,79,2.47,8,36,44,World Justice Project Rule of Law Index,34
India,IND,2016,AP,79,2.47,8,36,44,CPI score,40
India,IND,2015,AP,76,3.140000104904175,8,33,43,Bertelsmann Foundation Transformation Index,45
India,IND,2015,AP,76,3.140000104904175,8,33,43,Economist Intelligence Unit Country Ratings,38
India,IND,2015,AP,76,3.140000104904175,8,33,43,Global Insights Country Risk Ratings,32
India,IND,2015,AP,76,3.140000104904175,8,33,43,IMD World Competitiveness Yearbook,35
India,IND,2015,AP,76,3.140000104904175,8,33,43,PERC Asia Risk Guide,33
India,IND,2015,AP,76,3.140000104904175,8,33,43,PRS International Country Risk Guide,41
India,IND,2015,AP,76,3.140000104904175,8,33,43,World Economic Forum EOS,54
India,IND,2015,AP,76,3.140000104904175,8,33,43,World Justice Project Rule of Law Index,25
India,IND,2015,AP,76,3.140000104904175,8,33,43,CPI score,38
India,IND,2014,AP,85,2.2699999809265137,9,34,42,Bertelsmann Foundation Transformation Index,45
India,IND,2014,AP,85,2.2699999809265137,9,34,42,Economist Intelligence Unit Country Ratings,38
India,IND,2014,AP,85,2.2699999809265137,9,34,42,Global Insights Country Risk Ratings,32
India,IND,2014,AP,85,2.2699999809265137,9,34,42,IMD World Competitiveness Yearbook,33
India,IND,2014,AP,85,2.2699999809265137,9,34,42,PERC Asia Risk Guide,29
India,IND,2014,AP,85,2.2699999809265137,9,34,42,PRS International Country Risk Guide,41
India,IND,2014,AP,85,2.2699999809265137,9,34,42,World Bank CPIA,47
India,IND,2014,AP,85,2.2699999809265137,9,34,42,World Economic Forum EOS,45
India,IND,2014,AP,85,2.2699999809265137,9,34,42,World Justice Project Rule of Law Index,31
India,IND,2014,AP,85,2.2699999809265137,9,34,42,CPI score,38
India,IND,2013,AP,94,2.2,10,32,40,Bertelsmann Foundation Transformation Index,45
India,IND,2013,AP,94,2.2,10,32,40,Economist Intelligence Unit Country Ratings,38
India,IND,2013,AP,94,2.2,10,32,40,Global Insights Country Risk Ratings,32
India,IND,2013,AP,94,2.2,10,32,40,IMD World Competitiveness Yearbook,33
India,IND,2013,AP,94,2.2,10,32,40,PERC Asia Risk Guide,30
India,IND,2013,AP,94,2.2,10,32,40,PRS International Country Risk Guide,41
India,IND,2013,AP,94,2.2,10,32,40,World Bank CPIA,47
India,IND,2013,AP,94,2.2,10,32,40,World Economic Forum EOS,31
India,IND,2013,AP,94,2.2,10,32,40,World Justice Project Rule of Law Index,24
India,IND,2013,AP,94,2.2,10,32,40,CPI score,36
India,IND,2012,AP,94,2.1,10,33,40,Bertelsmann Foundation Transformation Index,45
India,IND,2012,AP,94,2.1,10,33,40,Economist Intelligence Unit Country Ratings,38
India,IND,2012,AP,94,2.1,10,33,40,Global Insights Country Risk Ratings,32
India,IND,2012,AP,94,2.1,10,33,40,IMD World Competitiveness Yearbook,34
India,IND,2012,AP,94,2.1,10,33,40,PERC Asia Risk Guide,31
India,IND,2012,AP,94,2.1,10,33,40,PRS International Country Risk Guide,41
India,IND,2012,AP,94,2.1,10,33,40,World Bank CPIA,47
India,IND,2012,AP,94,2.1,10,33,40,World Economic Forum EOS,37
India,IND,2012,AP,94,2.1,10,33,40,World Justice Project Rule of Law Index,24
India,IND,2012,AP,94,2.1,10,33,40,CPI score,36
Indonesia,IDN,2023,AP,115,1.804611,8,31.04044,36.95956,Bertelsmann Foundation Transformation Index,36.83502
Indonesia,IDN,2023,AP,115,1.804611,8,31.04044,36.95956,Economist Intelligence Unit Country Ratings,37.26319
Indonesia,IDN,2023,AP,115,1.804611,8,31.04044,36.95956,Global Insights Country Risk Ratings,46.73721
Indonesia,IDN,2023,AP,115,1.804611,8,31.04044,36.95956,IMD World Competitiveness Yearbook,39.93912
Indonesia,IDN,2023,AP,115,1.804611,8,31.04044,36.95956,PERC Asia Risk Guide,28.54696
Indonesia,IDN,2023,AP,115,1.804611,8,31.04044,36.95956,PRS International Country Risk Guide,32.41864
Indonesia,IDN,2023,AP,115,1.804611,8,31.04044,36.95956,Varieties of Democracy Project,24.63613
Indonesia,IDN,2023,AP,115,1.804611,8,31.04044,36.95956,World Justice Project Rule of Law Index,23.90317
Indonesia,IDN,2023,AP,115,1.804611,8,31.04044,36.95956,CPI score,34
Indonesia,IDN,2022,AP,110,1.783472,8,31.07511,36.92489,Bertelsmann Foundation Transformation Index,33
Indonesia,IDN,2022,AP,110,1.783472,8,31.07511,36.92489,Economist Intelligence Unit Country Ratings,37
Indonesia,IDN,2022,AP,110,1.783472,8,31.07511,36.92489,Global Insights Country Risk Ratings,47
Indonesia,IDN,2022,AP,110,1.783472,8,31.07511,36.92489,IMD World Competitiveness Yearbook,39
Indonesia,IDN,2022,AP,110,1.783472,8,31.07511,36.92489,PERC Asia Risk Guide,29
Indonesia,IDN,2022,AP,110,1.783472,8,31.07511,36.92489,PRS International Country Risk Guide,35
Indonesia,IDN,2022,AP,110,1.783472,8,31.07511,36.92489,Varieties of Democracy Project,24
Indonesia,IDN,2022,AP,110,1.783472,8,31.07511,36.92489,World Justice Project Rule of Law Index,24
Indonesia,IDN,2022,AP,110,1.783472,8,31.07511,36.92489,CPI score,34
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,Bertelsmann Foundation Transformation Index,32.8455
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,Economist Intelligence Unit Country Ratings,37.26319
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,Global Insights Country Risk Ratings,46.73721
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,IMD World Competitiveness Yearbook,43.61997
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,PERC Asia Risk Guide,31.68761
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,PRS International Country Risk Guide,48.44282
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,Varieties of Democracy Project,22.46592
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,World Economic Forum EOS,53.44711
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,World Justice Project Rule of Law Index,23.00489
Indonesia,IDN,2021,AP,96,2.138731,9,34.48178,41.51822,CPI score,38
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,Bertelsmann Foundation Transformation Index,37
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,Economist Intelligence Unit Country Ratings,37
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,Global Insights Country Risk Ratings,35
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,IMD World Competitiveness Yearbook,43
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,PERC Asia Risk Guide,32
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,PRS International Country Risk Guide,50
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,Varieties of Democracy Project,26
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,World Economic Forum EOS,46
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,World Justice Project Rule of Law Index,23
Indonesia,IDN,2020,AP,102,1.708278,9,34.19843,39.80157,CPI score,37
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,Bertelsmann Foundation Transformation Index,37
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,Economist Intelligence Unit Country Ratings,37
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,Global Insights Country Risk Ratings,47
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,IMD World Competitiveness Yearbook,48
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,PERC Asia Risk Guide,36
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,PRS International Country Risk Guide,59
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,Varieties of Democracy Project,28
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,World Economic Forum EOS,46
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,World Justice Project Rule of Law Index,21
Indonesia,IDN,2019,AP,85,3.756684,9,33.83904,46.16096,CPI score,40
Indonesia,IDN,2018,AP,89,3.35,9,33,43,Bertelsmann Foundation Transformation Index,37
Indonesia,IDN,2018,AP,89,3.35,9,33,43,Economist Intelligence Unit Country Ratings,37
Indonesia,IDN,2018,AP,89,3.35,9,33,43,Global Insights Country Risk Ratings,47
Indonesia,IDN,2018,AP,89,3.35,9,33,43,IMD World Competitiveness Yearbook,38
Indonesia,IDN,2018,AP,89,3.35,9,33,43,PERC Asia Risk Guide,33
Indonesia,IDN,2018,AP,89,3.35,9,33,43,PRS International Country Risk Guide,50
Indonesia,IDN,2018,AP,89,3.35,9,33,43,Varieties of Democracy Project,28
Indonesia,IDN,2018,AP,89,3.35,9,33,43,World Economic Forum EOS,50
Indonesia,IDN,2018,AP,89,3.35,9,33,43,World Justice Project Rule of Law Index,20
Indonesia,IDN,2018,AP,89,3.35,9,33,43,CPI score,38
Indonesia,IDN,2017,AP,96,3.12,9,32,42,Bertelsmann Foundation Transformation Index,37
Indonesia,IDN,2017,AP,96,3.12,9,32,42,Economist Intelligence Unit Country Ratings,37
Indonesia,IDN,2017,AP,96,3.12,9,32,42,Global Insights Country Risk Ratings,35
Indonesia,IDN,2017,AP,96,3.12,9,32,42,IMD World Competitiveness Yearbook,41
Indonesia,IDN,2017,AP,96,3.12,9,32,42,PERC Asia Risk Guide,32
Indonesia,IDN,2017,AP,96,3.12,9,32,42,PRS International Country Risk Guide,50
Indonesia,IDN,2017,AP,96,3.12,9,32,42,Varieties of Democracy Project,30
Indonesia,IDN,2017,AP,96,3.12,9,32,42,World Economic Forum EOS,50
Indonesia,IDN,2017,AP,96,3.12,9,32,42,World Justice Project Rule of Law Index,20
Indonesia,IDN,2017,AP,96,3.12,9,32,42,CPI score,37
Indonesia,IDN,2016,AP,90,2.39,8,33,41,Bertelsmann Foundation Transformation Index,36
Indonesia,IDN,2016,AP,90,2.39,8,33,41,Economist Intelligence Unit Country Ratings,37
Indonesia,IDN,2016,AP,90,2.39,8,33,41,Global Insights Country Risk Ratings,34
Indonesia,IDN,2016,AP,90,2.39,8,33,41,IMD World Competitiveness Yearbook,39
Indonesia,IDN,2016,AP,90,2.39,8,33,41,PERC Asia Risk Guide,35
Indonesia,IDN,2016,AP,90,2.39,8,33,41,PRS International Country Risk Guide,50
Indonesia,IDN,2016,AP,90,2.39,8,33,41,World Economic Forum EOS,40
Indonesia,IDN,2016,AP,90,2.39,8,33,41,World Justice Project Rule of Law Index,26
Indonesia,IDN,2016,AP,90,2.39,8,33,41,CPI score,37
Indonesia,IDN,2015,AP,88,3.390000104904175,8,30,42,Bertelsmann Foundation Transformation Index,36
Indonesia,IDN,2015,AP,88,3.390000104904175,8,30,42,Economist Intelligence Unit Country Ratings,38
Indonesia,IDN,2015,AP,88,3.390000104904175,8,30,42,Global Insights Country Risk Ratings,32
Indonesia,IDN,2015,AP,88,3.390000104904175,8,30,42,IMD World Competitiveness Yearbook,37
Indonesia,IDN,2015,AP,88,3.390000104904175,8,30,42,PERC Asia Risk Guide,32
Indonesia,IDN,2015,AP,88,3.390000104904175,8,30,42,PRS International Country Risk Guide,50
Indonesia,IDN,2015,AP,88,3.390000104904175,8,30,42,World Economic Forum EOS,43
Indonesia,IDN,2015,AP,88,3.390000104904175,8,30,42,World Justice Project Rule of Law Index,17
Indonesia,IDN,2015,AP,88,3.390000104904175,8,30,42,CPI score,36
Indonesia,IDN,2014,AP,107,3.569999933242798,8,28,40,Bertelsmann Foundation Transformation Index,36
Indonesia,IDN,2014,AP,107,3.569999933242798,8,28,40,Economist Intelligence Unit Country Ratings,21
Indonesia,IDN,2014,AP,107,3.569999933242798,8,28,40,Global Insights Country Risk Ratings,32
Indonesia,IDN,2014,AP,107,3.569999933242798,8,28,40,IMD World Competitiveness Yearbook,41
Indonesia,IDN,2014,AP,107,3.569999933242798,8,28,40,PERC Asia Risk Guide,24
Indonesia,IDN,2014,AP,107,3.569999933242798,8,28,40,PRS International Country Risk Guide,50
Indonesia,IDN,2014,AP,107,3.569999933242798,8,28,40,World Economic Forum EOS,43
Indonesia,IDN,2014,AP,107,3.569999933242798,8,28,40,World Justice Project Rule of Law Index,28
Indonesia,IDN,2014,AP,107,3.569999933242798,8,28,40,CPI score,34
Indonesia,IDN,2013,AP,114,3.5,9,26,38,Bertelsmann Foundation Transformation Index,36
Indonesia,IDN,2013,AP,114,3.5,9,26,38,Economist Intelligence Unit Country Ratings,21
Indonesia,IDN,2013,AP,114,3.5,9,26,38,Global Insights Country Risk Ratings,22
Indonesia,IDN,2013,AP,114,3.5,9,26,38,IMD World Competitiveness Yearbook,42
Indonesia,IDN,2013,AP,114,3.5,9,26,38,PERC Asia Risk Guide,24
Indonesia,IDN,2013,AP,114,3.5,9,26,38,PRS International Country Risk Guide,50
Indonesia,IDN,2013,AP,114,3.5,9,26,38,World Economic Forum EOS,39
Indonesia,IDN,2013,AP,114,3.5,9,26,38,World Justice Project Rule of Law Index,23
Indonesia,IDN,2013,AP,114,3.5,9,26,38,CPI score,32
Indonesia,IDN,2012,AP,118,2.9,9,27,37,Bertelsmann Foundation Transformation Index,32
Indonesia,IDN,2012,AP,118,2.9,9,27,37,Economist Intelligence Unit Country Ratings,21
Indonesia,IDN,2012,AP,118,2.9,9,27,37,Global Insights Country Risk Ratings,32
Indonesia,IDN,2012,AP,118,2.9,9,27,37,IMD World Competitiveness Yearbook,36
Indonesia,IDN,2012,AP,118,2.9,9,27,37,PERC Asia Risk Guide,25
Indonesia,IDN,2012,AP,118,2.9,9,27,37,PRS International Country Risk Guide,50
Indonesia,IDN,2012,AP,118,2.9,9,27,37,World Economic Forum EOS,36
Indonesia,IDN,2012,AP,118,2.9,9,27,37,World Justice Project Rule of Law Index,23
Indonesia,IDN,2012,AP,118,2.9,9,27,37,CPI score,32
Iran,IRN,2022,MENA,147,2.322661,7,21.19084,28.80916,Bertelsmann Foundation Transformation Index,13
Iran,IRN,2022,MENA,147,2.322661,7,21.19084,28.80916,Economist Intelligence Unit Country Ratings,20
Iran,IRN,2022,MENA,147,2.322661,7,21.19084,28.80916,Global Insights Country Risk Ratings,35
Iran,IRN,2022,MENA,147,2.322661,7,21.19084,28.80916,PRS International Country Risk Guide,24
Iran,IRN,2022,MENA,147,2.322661,7,21.19084,28.80916,Varieties of Democracy Project,19
Iran,IRN,2022,MENA,147,2.322661,7,21.19084,28.80916,World Economic Forum EOS,31
Iran,IRN,2022,MENA,147,2.322661,7,21.19084,28.80916,World Justice Project Rule of Law Index,36
Iran,IRN,2022,MENA,147,2.322661,7,21.19084,28.80916,CPI score,25
Iran,IRN,2021,MENA,150,2.293519,7,21.22716,28.77284,Bertelsmann Foundation Transformation Index,12.89792
Iran,IRN,2021,MENA,150,2.293519,7,21.22716,28.77284,Economist Intelligence Unit Country Ratings,19.79276
Iran,IRN,2021,MENA,150,2.293519,7,21.22716,28.77284,Global Insights Country Risk Ratings,34.50329
Iran,IRN,2021,MENA,150,2.293519,7,21.22716,28.77284,PRS International Country Risk Guide,23.70985
Iran,IRN,2021,MENA,150,2.293519,7,21.22716,28.77284,Varieties of Democracy Project,19.5723
Iran,IRN,2021,MENA,150,2.293519,7,21.22716,28.77284,World Economic Forum EOS,28.89627
Iran,IRN,2021,MENA,150,2.293519,7,21.22716,28.77284,World Justice Project Rule of Law Index,36.47907
Iran,IRN,2021,MENA,150,2.293519,7,21.22716,28.77284,CPI score,25
Iran,IRN,2020,MENA,149,2.55992,7,20.80173,29.19827,Bertelsmann Foundation Transformation Index,13
Iran,IRN,2020,MENA,149,2.55992,7,20.80173,29.19827,Economist Intelligence Unit Country Ratings,20
Iran,IRN,2020,MENA,149,2.55992,7,20.80173,29.19827,Global Insights Country Risk Ratings,35
Iran,IRN,2020,MENA,149,2.55992,7,20.80173,29.19827,PRS International Country Risk Guide,24
Iran,IRN,2020,MENA,149,2.55992,7,20.80173,29.19827,Varieties of Democracy Project,18
Iran,IRN,2020,MENA,149,2.55992,7,20.80173,29.19827,World Economic Forum EOS,28
Iran,IRN,2020,MENA,149,2.55992,7,20.80173,29.19827,World Justice Project Rule of Law Index,40
Iran,IRN,2020,MENA,149,2.55992,7,20.80173,29.19827,CPI score,25
Iran,IRN,2019,MENA,146,3.626302,7,20.05286,31.94714,Bertelsmann Foundation Transformation Index,13
Iran,IRN,2019,MENA,146,3.626302,7,20.05286,31.94714,Economist Intelligence Unit Country Ratings,20
Iran,IRN,2019,MENA,146,3.626302,7,20.05286,31.94714,Global Insights Country Risk Ratings,35
Iran,IRN,2019,MENA,146,3.626302,7,20.05286,31.94714,PRS International Country Risk Guide,24
Iran,IRN,2019,MENA,146,3.626302,7,20.05286,31.94714,Varieties of Democracy Project,23
Iran,IRN,2019,MENA,146,3.626302,7,20.05286,31.94714,World Economic Forum EOS,28
Iran,IRN,2019,MENA,146,3.626302,7,20.05286,31.94714,World Justice Project Rule of Law Index,42
Iran,IRN,2019,MENA,146,3.626302,7,20.05286,31.94714,CPI score,26
Iran,IRN,2018,MENA,138,2.89,7,23,33,Bertelsmann Foundation Transformation Index,21
Iran,IRN,2018,MENA,138,2.89,7,23,33,Economist Intelligence Unit Country Ratings,20
Iran,IRN,2018,MENA,138,2.89,7,23,33,Global Insights Country Risk Ratings,35
Iran,IRN,2018,MENA,138,2.89,7,23,33,PRS International Country Risk Guide,24
Iran,IRN,2018,MENA,138,2.89,7,23,33,Varieties of Democracy Project,26
Iran,IRN,2018,MENA,138,2.89,7,23,33,World Economic Forum EOS,33
Iran,IRN,2018,MENA,138,2.89,7,23,33,World Justice Project Rule of Law Index,40
Iran,IRN,2018,MENA,138,2.89,7,23,33,CPI score,28
Iran,IRN,2017,MENA,130,3.51,7,24,36,Bertelsmann Foundation Transformation Index,21
Iran,IRN,2017,MENA,130,3.51,7,24,36,Economist Intelligence Unit Country Ratings,20
Iran,IRN,2017,MENA,130,3.51,7,24,36,Global Insights Country Risk Ratings,35
Iran,IRN,2017,MENA,130,3.51,7,24,36,PRS International Country Risk Guide,24
Iran,IRN,2017,MENA,130,3.51,7,24,36,Varieties of Democracy Project,29
Iran,IRN,2017,MENA,130,3.51,7,24,36,World Economic Forum EOS,43
Iran,IRN,2017,MENA,130,3.51,7,24,36,World Justice Project Rule of Law Index,40
Iran,IRN,2017,MENA,130,3.51,7,24,36,CPI score,30
Iran,IRN,2016,MENA,131,2.47,7,25,33,Bertelsmann Foundation Transformation Index,24
Iran,IRN,2016,MENA,131,2.47,7,25,33,Economist Intelligence Unit Country Ratings,19
Iran,IRN,2016,MENA,131,2.47,7,25,33,Global Insights Country Risk Ratings,34
Iran,IRN,2016,MENA,131,2.47,7,25,33,PRS International Country Risk Guide,24
Iran,IRN,2016,MENA,131,2.47,7,25,33,Varieties of Democracy Project,33
Iran,IRN,2016,MENA,131,2.47,7,25,33,World Economic Forum EOS,34
Iran,IRN,2016,MENA,131,2.47,7,25,33,World Justice Project Rule of Law Index,35
Iran,IRN,2016,MENA,131,2.47,7,25,33,CPI score,29
Iran,IRN,2015,MENA,130,3.2799999713897705,6,22,32,Bertelsmann Foundation Transformation Index,23
Iran,IRN,2015,MENA,130,3.2799999713897705,6,22,32,Economist Intelligence Unit Country Ratings,21
Iran,IRN,2015,MENA,130,3.2799999713897705,6,22,32,Global Insights Country Risk Ratings,22
Iran,IRN,2015,MENA,130,3.2799999713897705,6,22,32,PRS International Country Risk Guide,21
Iran,IRN,2015,MENA,130,3.2799999713897705,6,22,32,World Economic Forum EOS,41
Iran,IRN,2015,MENA,130,3.2799999713897705,6,22,32,World Justice Project Rule of Law Index,31
Iran,IRN,2015,MENA,130,3.2799999713897705,6,22,32,CPI score,27
Iran,IRN,2014,MENA,136,4.71999979019165,6,19,35,Bertelsmann Foundation Transformation Index,15
Iran,IRN,2014,MENA,136,4.71999979019165,6,19,35,Economist Intelligence Unit Country Ratings,21
Iran,IRN,2014,MENA,136,4.71999979019165,6,19,35,Global Insights Country Risk Ratings,22
Iran,IRN,2014,MENA,136,4.71999979019165,6,19,35,PRS International Country Risk Guide,21
Iran,IRN,2014,MENA,136,4.71999979019165,6,19,35,World Economic Forum EOS,40
Iran,IRN,2014,MENA,136,4.71999979019165,6,19,35,World Justice Project Rule of Law Index,43
Iran,IRN,2014,MENA,136,4.71999979019165,6,19,35,CPI score,27
Iran,IRN,2013,MENA,144,3.9,6,19,31,Bertelsmann Foundation Transformation Index,15
Iran,IRN,2013,MENA,144,3.9,6,19,31,Economist Intelligence Unit Country Ratings,21
Iran,IRN,2013,MENA,144,3.9,6,19,31,Global Insights Country Risk Ratings,22
Iran,IRN,2013,MENA,144,3.9,6,19,31,PRS International Country Risk Guide,21
Iran,IRN,2013,MENA,144,3.9,6,19,31,World Economic Forum EOS,32
Iran,IRN,2013,MENA,144,3.9,6,19,31,World Justice Project Rule of Law Index,41
Iran,IRN,2013,MENA,144,3.9,6,19,31,CPI score,25
Iran,IRN,2012,MENA,133,4.6,6,20,35,Bertelsmann Foundation Transformation Index,19
Iran,IRN,2012,MENA,133,4.6,6,20,35,Economist Intelligence Unit Country Ratings,21
Iran,IRN,2012,MENA,133,4.6,6,20,35,Global Insights Country Risk Ratings,22
Iran,IRN,2012,MENA,133,4.6,6,20,35,PRS International Country Risk Guide,21
Iran,IRN,2012,MENA,133,4.6,6,20,35,World Economic Forum EOS,43
Iran,IRN,2012,MENA,133,4.6,6,20,35,World Justice Project Rule of Law Index,41
Iran,IRN,2012,MENA,133,4.6,6,20,35,CPI score,28
Iran,IRN,2023,MENA,149,2.626714,6,19.69219,28.30781,Bertelsmann Foundation Transformation Index,12.89792
Iran,IRN,2023,MENA,149,2.626714,6,19.69219,28.30781,Economist Intelligence Unit Country Ratings,19.79276
Iran,IRN,2023,MENA,149,2.626714,6,19.69219,28.30781,Global Insights Country Risk Ratings,34.50329
Iran,IRN,2023,MENA,149,2.626714,6,19.69219,28.30781,PRS International Country Risk Guide,21.61974
Iran,IRN,2023,MENA,149,2.626714,6,19.69219,28.30781,Varieties of Democracy Project,22.46592
Iran,IRN,2023,MENA,149,2.626714,6,19.69219,28.30781,World Justice Project Rule of Law Index,33.78424
Iran,IRN,2023,MENA,149,2.626714,6,19.69219,28.30781,CPI score,24
Laos,LAO,2023,AP,136,2.440356,4,23.99782,32.00218,Bertelsmann Foundation Transformation Index,20.87696
Laos,LAO,2023,AP,136,2.440356,4,23.99782,32.00218,Global Insights Country Risk Ratings,34.50329
Laos,LAO,2023,AP,136,2.440356,4,23.99782,32.00218,Varieties of Democracy Project,28.97656
Laos,LAO,2023,AP,136,2.440356,4,23.99782,32.00218,World Bank CPIA,26.78049
Laos,LAO,2023,AP,136,2.440356,4,23.99782,32.00218,CPI score,28
