country_name,year,index,value,index_text
South Korea,1849,v2x_delibdem,NA,Deliberative democracy index
South Korea,1849,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1850,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1850,v2x_libdem,0.015,Liberal democracy index
South Korea,1850,v2x_partipdem,0.011,Participatory democracy index
South Korea,1850,v2x_delibdem,NA,Deliberative democracy index
South Korea,1850,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1851,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1851,v2x_libdem,0.015,Liberal democracy index
South Korea,1851,v2x_partipdem,0.011,Participatory democracy index
South Korea,1851,v2x_delibdem,NA,Deliberative democracy index
South Korea,1851,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1852,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1852,v2x_libdem,0.015,Liberal democracy index
South Korea,1852,v2x_partipdem,0.011,Participatory democracy index
South Korea,1852,v2x_delibdem,NA,Deliberative democracy index
South Korea,1852,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1853,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1853,v2x_libdem,0.015,Liberal democracy index
South Korea,1853,v2x_partipdem,0.011,Participatory democracy index
South Korea,1853,v2x_delibdem,NA,Deliberative democracy index
South Korea,1853,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1854,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1854,v2x_libdem,0.015,Liberal democracy index
South Korea,1854,v2x_partipdem,0.011,Participatory democracy index
South Korea,1854,v2x_delibdem,NA,Deliberative democracy index
South Korea,1854,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1855,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1855,v2x_libdem,0.015,Liberal democracy index
South Korea,1855,v2x_partipdem,0.011,Participatory democracy index
South Korea,1855,v2x_delibdem,NA,Deliberative democracy index
South Korea,1855,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1856,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1856,v2x_libdem,0.015,Liberal democracy index
South Korea,1856,v2x_partipdem,0.011,Participatory democracy index
South Korea,1856,v2x_delibdem,NA,Deliberative democracy index
South Korea,1856,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1857,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1857,v2x_libdem,0.015,Liberal democracy index
South Korea,1857,v2x_partipdem,0.011,Participatory democracy index
South Korea,1857,v2x_delibdem,NA,Deliberative democracy index
South Korea,1857,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1858,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1858,v2x_libdem,0.015,Liberal democracy index
South Korea,1858,v2x_partipdem,0.011,Participatory democracy index
South Korea,1858,v2x_delibdem,NA,Deliberative democracy index
South Korea,1858,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1859,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1859,v2x_libdem,0.015,Liberal democracy index
South Korea,1859,v2x_partipdem,0.011,Participatory democracy index
South Korea,1859,v2x_delibdem,NA,Deliberative democracy index
South Korea,1859,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1860,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1860,v2x_libdem,0.015,Liberal democracy index
South Korea,1860,v2x_partipdem,0.011,Participatory democracy index
South Korea,1860,v2x_delibdem,NA,Deliberative democracy index
South Korea,1860,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1861,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1861,v2x_libdem,0.015,Liberal democracy index
South Korea,1861,v2x_partipdem,0.011,Participatory democracy index
South Korea,1861,v2x_delibdem,NA,Deliberative democracy index
South Korea,1861,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1862,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1862,v2x_libdem,0.015,Liberal democracy index
South Korea,1862,v2x_partipdem,0.011,Participatory democracy index
South Korea,1862,v2x_delibdem,NA,Deliberative democracy index
South Korea,1862,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1863,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1863,v2x_libdem,0.015,Liberal democracy index
South Korea,1863,v2x_partipdem,0.011,Participatory democracy index
South Korea,1863,v2x_delibdem,NA,Deliberative democracy index
South Korea,1863,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1864,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1864,v2x_libdem,0.016,Liberal democracy index
South Korea,1864,v2x_partipdem,0.011,Participatory democracy index
South Korea,1864,v2x_delibdem,NA,Deliberative democracy index
South Korea,1864,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1865,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1865,v2x_libdem,0.016,Liberal democracy index
South Korea,1865,v2x_partipdem,0.011,Participatory democracy index
South Korea,1865,v2x_delibdem,NA,Deliberative democracy index
South Korea,1865,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1866,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1866,v2x_libdem,0.016,Liberal democracy index
South Korea,1866,v2x_partipdem,0.011,Participatory democracy index
South Korea,1866,v2x_delibdem,NA,Deliberative democracy index
South Korea,1866,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1867,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1867,v2x_libdem,0.016,Liberal democracy index
South Korea,1867,v2x_partipdem,0.011,Participatory democracy index
South Korea,1867,v2x_delibdem,NA,Deliberative democracy index
South Korea,1867,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1868,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1868,v2x_libdem,0.016,Liberal democracy index
South Korea,1868,v2x_partipdem,0.011,Participatory democracy index
South Korea,1868,v2x_delibdem,NA,Deliberative democracy index
South Korea,1868,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1869,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1869,v2x_libdem,0.016,Liberal democracy index
South Korea,1869,v2x_partipdem,0.011,Participatory democracy index
South Korea,1869,v2x_delibdem,NA,Deliberative democracy index
South Korea,1869,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1870,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1870,v2x_libdem,0.016,Liberal democracy index
South Korea,1870,v2x_partipdem,0.011,Participatory democracy index
South Korea,1870,v2x_delibdem,NA,Deliberative democracy index
South Korea,1870,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1871,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1871,v2x_libdem,0.016,Liberal democracy index
South Korea,1871,v2x_partipdem,0.011,Participatory democracy index
South Korea,1871,v2x_delibdem,NA,Deliberative democracy index
South Korea,1871,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1872,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1872,v2x_libdem,0.016,Liberal democracy index
South Korea,1872,v2x_partipdem,0.011,Participatory democracy index
South Korea,1872,v2x_delibdem,NA,Deliberative democracy index
South Korea,1872,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1873,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1873,v2x_libdem,0.016,Liberal democracy index
South Korea,1873,v2x_partipdem,0.011,Participatory democracy index
South Korea,1873,v2x_delibdem,NA,Deliberative democracy index
South Korea,1873,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1874,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1874,v2x_libdem,0.016,Liberal democracy index
South Korea,1874,v2x_partipdem,0.011,Participatory democracy index
South Korea,1874,v2x_delibdem,NA,Deliberative democracy index
South Korea,1874,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1875,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1875,v2x_libdem,0.016,Liberal democracy index
South Korea,1875,v2x_partipdem,0.011,Participatory democracy index
South Korea,1875,v2x_delibdem,NA,Deliberative democracy index
South Korea,1875,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1876,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1876,v2x_libdem,0.016,Liberal democracy index
South Korea,1876,v2x_partipdem,0.011,Participatory democracy index
South Korea,1876,v2x_delibdem,NA,Deliberative democracy index
South Korea,1876,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1877,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1877,v2x_libdem,0.016,Liberal democracy index
South Korea,1877,v2x_partipdem,0.011,Participatory democracy index
South Korea,1877,v2x_delibdem,NA,Deliberative democracy index
South Korea,1877,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1878,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1878,v2x_libdem,0.016,Liberal democracy index
South Korea,1878,v2x_partipdem,0.011,Participatory democracy index
South Korea,1878,v2x_delibdem,NA,Deliberative democracy index
South Korea,1878,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1879,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1879,v2x_libdem,0.016,Liberal democracy index
South Korea,1879,v2x_partipdem,0.011,Participatory democracy index
South Korea,1879,v2x_delibdem,NA,Deliberative democracy index
South Korea,1879,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1880,v2x_polyarchy,0.017,Electoral democracy index
South Korea,1880,v2x_libdem,0.015,Liberal democracy index
South Korea,1880,v2x_partipdem,0.011,Participatory democracy index
South Korea,1880,v2x_delibdem,NA,Deliberative democracy index
South Korea,1880,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1881,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1881,v2x_libdem,0.016,Liberal democracy index
South Korea,1881,v2x_partipdem,0.011,Participatory democracy index
South Korea,1881,v2x_delibdem,NA,Deliberative democracy index
South Korea,1881,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1882,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1882,v2x_libdem,0.016,Liberal democracy index
South Korea,1882,v2x_partipdem,0.011,Participatory democracy index
South Korea,1882,v2x_delibdem,NA,Deliberative democracy index
South Korea,1882,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1883,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1883,v2x_libdem,0.016,Liberal democracy index
South Korea,1883,v2x_partipdem,0.011,Participatory democracy index
South Korea,1883,v2x_delibdem,NA,Deliberative democracy index
South Korea,1883,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1884,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1884,v2x_libdem,0.016,Liberal democracy index
South Korea,1884,v2x_partipdem,0.011,Participatory democracy index
South Korea,1884,v2x_delibdem,NA,Deliberative democracy index
South Korea,1884,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1885,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1885,v2x_libdem,0.017,Liberal democracy index
South Korea,1885,v2x_partipdem,0.011,Participatory democracy index
South Korea,1885,v2x_delibdem,NA,Deliberative democracy index
South Korea,1885,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1886,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1886,v2x_libdem,0.018,Liberal democracy index
South Korea,1886,v2x_partipdem,0.011,Participatory democracy index
South Korea,1886,v2x_delibdem,NA,Deliberative democracy index
South Korea,1886,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1887,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1887,v2x_libdem,0.018,Liberal democracy index
South Korea,1887,v2x_partipdem,0.011,Participatory democracy index
South Korea,1887,v2x_delibdem,NA,Deliberative democracy index
South Korea,1887,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1888,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1888,v2x_libdem,0.018,Liberal democracy index
South Korea,1888,v2x_partipdem,0.011,Participatory democracy index
South Korea,1888,v2x_delibdem,NA,Deliberative democracy index
South Korea,1888,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1889,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1889,v2x_libdem,0.018,Liberal democracy index
South Korea,1889,v2x_partipdem,0.011,Participatory democracy index
South Korea,1889,v2x_delibdem,NA,Deliberative democracy index
South Korea,1889,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1890,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1890,v2x_libdem,0.018,Liberal democracy index
South Korea,1890,v2x_partipdem,0.011,Participatory democracy index
South Korea,1890,v2x_delibdem,NA,Deliberative democracy index
South Korea,1890,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1891,v2x_polyarchy,0.019,Electoral democracy index
South Korea,1891,v2x_libdem,0.018,Liberal democracy index
South Korea,1891,v2x_partipdem,0.011,Participatory democracy index
South Korea,1891,v2x_delibdem,NA,Deliberative democracy index
South Korea,1891,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1892,v2x_polyarchy,0.019,Electoral democracy index
South Korea,1892,v2x_libdem,0.018,Liberal democracy index
South Korea,1892,v2x_partipdem,0.011,Participatory democracy index
South Korea,1892,v2x_delibdem,NA,Deliberative democracy index
South Korea,1892,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1893,v2x_polyarchy,0.019,Electoral democracy index
South Korea,1893,v2x_libdem,0.018,Liberal democracy index
South Korea,1893,v2x_partipdem,0.011,Participatory democracy index
South Korea,1893,v2x_delibdem,NA,Deliberative democracy index
South Korea,1893,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1894,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1894,v2x_libdem,0.019,Liberal democracy index
South Korea,1894,v2x_partipdem,0.011,Participatory democracy index
South Korea,1894,v2x_delibdem,NA,Deliberative democracy index
South Korea,1894,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1895,v2x_polyarchy,0.019,Electoral democracy index
South Korea,1895,v2x_libdem,0.025,Liberal democracy index
South Korea,1895,v2x_partipdem,0.008,Participatory democracy index
South Korea,1895,v2x_delibdem,NA,Deliberative democracy index
South Korea,1895,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1896,v2x_polyarchy,0.054,Electoral democracy index
South Korea,1896,v2x_libdem,0.029,Liberal democracy index
South Korea,1896,v2x_partipdem,0.01,Participatory democracy index
South Korea,1896,v2x_delibdem,NA,Deliberative democracy index
South Korea,1896,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1897,v2x_polyarchy,0.037,Electoral democracy index
South Korea,1897,v2x_libdem,0.034,Liberal democracy index
South Korea,1897,v2x_partipdem,0.01,Participatory democracy index
South Korea,1897,v2x_delibdem,NA,Deliberative democracy index
South Korea,1897,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1898,v2x_polyarchy,0.036,Electoral democracy index
South Korea,1898,v2x_libdem,0.034,Liberal democracy index
South Korea,1898,v2x_partipdem,0.01,Participatory democracy index
South Korea,1898,v2x_delibdem,NA,Deliberative democracy index
South Korea,1898,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1899,v2x_polyarchy,0.028,Electoral democracy index
South Korea,1899,v2x_libdem,0.034,Liberal democracy index
South Korea,1899,v2x_partipdem,0.009,Participatory democracy index
South Korea,1899,v2x_delibdem,NA,Deliberative democracy index
South Korea,1899,v2x_egaldem,NA,Egalitarian democracy index
South Korea,1900,v2x_polyarchy,0.028,Electoral democracy index
South Korea,1900,v2x_libdem,0.034,Liberal democracy index
South Korea,1900,v2x_partipdem,0.011,Participatory democracy index
South Korea,1900,v2x_delibdem,0.019,Deliberative democracy index
South Korea,1900,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1901,v2x_polyarchy,0.028,Electoral democracy index
South Korea,1901,v2x_libdem,0.034,Liberal democracy index
South Korea,1901,v2x_partipdem,0.011,Participatory democracy index
South Korea,1901,v2x_delibdem,0.019,Deliberative democracy index
South Korea,1901,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1902,v2x_polyarchy,0.028,Electoral democracy index
South Korea,1902,v2x_libdem,0.034,Liberal democracy index
South Korea,1902,v2x_partipdem,0.011,Participatory democracy index
South Korea,1902,v2x_delibdem,0.019,Deliberative democracy index
South Korea,1902,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1903,v2x_polyarchy,0.028,Electoral democracy index
South Korea,1903,v2x_libdem,0.034,Liberal democracy index
South Korea,1903,v2x_partipdem,0.011,Participatory democracy index
South Korea,1903,v2x_delibdem,0.019,Deliberative democracy index
South Korea,1903,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1904,v2x_polyarchy,0.021,Electoral democracy index
South Korea,1904,v2x_libdem,0.033,Liberal democracy index
South Korea,1904,v2x_partipdem,0.011,Participatory democracy index
South Korea,1904,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1904,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1905,v2x_polyarchy,0.019,Electoral democracy index
South Korea,1905,v2x_libdem,0.033,Liberal democracy index
South Korea,1905,v2x_partipdem,0.011,Participatory democracy index
South Korea,1905,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1905,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1906,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1906,v2x_libdem,0.033,Liberal democracy index
South Korea,1906,v2x_partipdem,0.01,Participatory democracy index
South Korea,1906,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1906,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1907,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1907,v2x_libdem,0.033,Liberal democracy index
South Korea,1907,v2x_partipdem,0.01,Participatory democracy index
South Korea,1907,v2x_delibdem,0.012,Deliberative democracy index
South Korea,1907,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1908,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1908,v2x_libdem,0.033,Liberal democracy index
South Korea,1908,v2x_partipdem,0.01,Participatory democracy index
South Korea,1908,v2x_delibdem,0.012,Deliberative democracy index
South Korea,1908,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1909,v2x_polyarchy,0.018,Electoral democracy index
South Korea,1909,v2x_libdem,0.033,Liberal democracy index
South Korea,1909,v2x_partipdem,0.01,Participatory democracy index
South Korea,1909,v2x_delibdem,0.012,Deliberative democracy index
South Korea,1909,v2x_egaldem,0.033,Egalitarian democracy index
South Korea,1910,v2x_polyarchy,0.013,Electoral democracy index
South Korea,1910,v2x_libdem,0.021,Liberal democracy index
South Korea,1910,v2x_partipdem,0.008,Participatory democracy index
South Korea,1910,v2x_delibdem,0.01,Deliberative democracy index
South Korea,1910,v2x_egaldem,0.035,Egalitarian democracy index
South Korea,1911,v2x_polyarchy,0.013,Electoral democracy index
South Korea,1911,v2x_libdem,0.022,Liberal democracy index
South Korea,1911,v2x_partipdem,0.006,Participatory democracy index
South Korea,1911,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1911,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1912,v2x_polyarchy,0.013,Electoral democracy index
South Korea,1912,v2x_libdem,0.022,Liberal democracy index
South Korea,1912,v2x_partipdem,0.006,Participatory democracy index
South Korea,1912,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1912,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1913,v2x_polyarchy,0.013,Electoral democracy index
South Korea,1913,v2x_libdem,0.022,Liberal democracy index
South Korea,1913,v2x_partipdem,0.006,Participatory democracy index
South Korea,1913,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1913,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1914,v2x_polyarchy,0.013,Electoral democracy index
South Korea,1914,v2x_libdem,0.022,Liberal democracy index
South Korea,1914,v2x_partipdem,0.006,Participatory democracy index
South Korea,1914,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1914,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1915,v2x_polyarchy,0.013,Electoral democracy index
South Korea,1915,v2x_libdem,0.022,Liberal democracy index
South Korea,1915,v2x_partipdem,0.006,Participatory democracy index
South Korea,1915,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1915,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1916,v2x_polyarchy,0.013,Electoral democracy index
South Korea,1916,v2x_libdem,0.022,Liberal democracy index
South Korea,1916,v2x_partipdem,0.006,Participatory democracy index
South Korea,1916,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1916,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1917,v2x_polyarchy,0.013,Electoral democracy index
South Korea,1917,v2x_libdem,0.022,Liberal democracy index
South Korea,1917,v2x_partipdem,0.006,Participatory democracy index
South Korea,1917,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1917,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1918,v2x_polyarchy,0.013,Electoral democracy index
South Korea,1918,v2x_libdem,0.022,Liberal democracy index
South Korea,1918,v2x_partipdem,0.006,Participatory democracy index
South Korea,1918,v2x_delibdem,0.013,Deliberative democracy index
South Korea,1918,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1919,v2x_polyarchy,0.014,Electoral democracy index
South Korea,1919,v2x_libdem,0.022,Liberal democracy index
South Korea,1919,v2x_partipdem,0.006,Participatory democracy index
South Korea,1919,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1919,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1920,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1920,v2x_libdem,0.022,Liberal democracy index
South Korea,1920,v2x_partipdem,0.006,Participatory democracy index
South Korea,1920,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1920,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1921,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1921,v2x_libdem,0.022,Liberal democracy index
South Korea,1921,v2x_partipdem,0.006,Participatory democracy index
South Korea,1921,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1921,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1922,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1922,v2x_libdem,0.022,Liberal democracy index
South Korea,1922,v2x_partipdem,0.006,Participatory democracy index
South Korea,1922,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1922,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1923,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1923,v2x_libdem,0.022,Liberal democracy index
South Korea,1923,v2x_partipdem,0.006,Participatory democracy index
South Korea,1923,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1923,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1924,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1924,v2x_libdem,0.022,Liberal democracy index
South Korea,1924,v2x_partipdem,0.006,Participatory democracy index
South Korea,1924,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1924,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1925,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1925,v2x_libdem,0.022,Liberal democracy index
South Korea,1925,v2x_partipdem,0.006,Participatory democracy index
South Korea,1925,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1925,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1926,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1926,v2x_libdem,0.022,Liberal democracy index
South Korea,1926,v2x_partipdem,0.006,Participatory democracy index
South Korea,1926,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1926,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1927,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1927,v2x_libdem,0.022,Liberal democracy index
South Korea,1927,v2x_partipdem,0.006,Participatory democracy index
South Korea,1927,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1927,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1928,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1928,v2x_libdem,0.022,Liberal democracy index
South Korea,1928,v2x_partipdem,0.006,Participatory democracy index
South Korea,1928,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1928,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1929,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1929,v2x_libdem,0.022,Liberal democracy index
South Korea,1929,v2x_partipdem,0.006,Participatory democracy index
South Korea,1929,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1929,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1930,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1930,v2x_libdem,0.022,Liberal democracy index
South Korea,1930,v2x_partipdem,0.006,Participatory democracy index
South Korea,1930,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1930,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1931,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1931,v2x_libdem,0.022,Liberal democracy index
South Korea,1931,v2x_partipdem,0.006,Participatory democracy index
South Korea,1931,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1931,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1932,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1932,v2x_libdem,0.022,Liberal democracy index
South Korea,1932,v2x_partipdem,0.006,Participatory democracy index
South Korea,1932,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1932,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1933,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1933,v2x_libdem,0.022,Liberal democracy index
South Korea,1933,v2x_partipdem,0.006,Participatory democracy index
South Korea,1933,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1933,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1934,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1934,v2x_libdem,0.022,Liberal democracy index
South Korea,1934,v2x_partipdem,0.006,Participatory democracy index
South Korea,1934,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1934,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1935,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1935,v2x_libdem,0.022,Liberal democracy index
South Korea,1935,v2x_partipdem,0.006,Participatory democracy index
South Korea,1935,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1935,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1936,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1936,v2x_libdem,0.022,Liberal democracy index
South Korea,1936,v2x_partipdem,0.006,Participatory democracy index
South Korea,1936,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1936,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1937,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1937,v2x_libdem,0.022,Liberal democracy index
South Korea,1937,v2x_partipdem,0.006,Participatory democracy index
South Korea,1937,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1937,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1938,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1938,v2x_libdem,0.021,Liberal democracy index
South Korea,1938,v2x_partipdem,0.006,Participatory democracy index
South Korea,1938,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1938,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1939,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1939,v2x_libdem,0.02,Liberal democracy index
South Korea,1939,v2x_partipdem,0.006,Participatory democracy index
South Korea,1939,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1939,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1940,v2x_polyarchy,0.015,Electoral democracy index
South Korea,1940,v2x_libdem,0.02,Liberal democracy index
South Korea,1940,v2x_partipdem,0.006,Participatory democracy index
South Korea,1940,v2x_delibdem,0.016,Deliberative democracy index
South Korea,1940,v2x_egaldem,0.047,Egalitarian democracy index
South Korea,1941,v2x_polyarchy,0.014,Electoral democracy index
South Korea,1941,v2x_libdem,0.017,Liberal democracy index
South Korea,1941,v2x_partipdem,0.006,Participatory democracy index
