date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1051.0,3.264
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1810.0,5.6211
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1190.0,3.6957
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1218.0,3.7826
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1248.4,3.877
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,pulses and nuts,Beans,KG,actual,Retail,LKR,798.8,2.4807
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1167.0,3.6242
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1227.0,3.8106
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Bananas,KG,actual,Retail,LKR,224.7,0.6978
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,576.4,1.7901
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,98.2,0.305
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,555.2,1.7242
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,496.67,1.5424
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Papaya,KG,actual,Retail,LKR,222.4,0.6907
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,425.0,1.3199
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,226.8,0.7043
2024-01-15,Uva,Badulla,Keppetipola (DEC},6.9060436,80.9110781,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,318.0,0.9876
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,182.8,0.5677
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,218.52,0.6786
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,53.32,0.1656
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2351.0,7.3012
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2266.67,7.0393
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1190.0,3.6957
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,1953.33,6.0663
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1259.6,3.9118
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1120.0,3.4783
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,pulses and nuts,Beans,KG,actual,Retail,LKR,833.6,2.5888
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1085.5,3.3711
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,pulses and nuts,Lentils,KG,actual,Retail,LKR,319.2,0.9913
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,686.0,2.1304
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Carrots,KG,actual,Retail,LKR,1400.27,4.3487
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,671.6,2.0857
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Onions (red),KG,actual,Retail,LKR,400.0,1.2422
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,460.4,1.4298
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Papaya,KG,actual,Retail,LKR,204.4,0.6348
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,361.7,1.1233
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,238.4,0.7404
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,387.2,1.2025
2024-01-15,Uva,Moneragala,Dammbagalla,6.979858,81.37467,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,652.4,2.0261
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,199.2,0.6186
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,222.4,0.6907
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,cereals and tubers,Rice (white),KG,actual,Retail,LKR,239.4,0.7435
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,52.36,0.1626
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2080.0,6.4596
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,840.0,2.6087
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2586.67,8.0331
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,883.33,2.7433
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2166.67,6.7288
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1284.0,3.9876
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1166.0,3.6211
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,pulses and nuts,Beans,KG,actual,Retail,LKR,841.6,2.6137
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1072.0,3.3292
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1100.0,3.4161
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Bananas,KG,actual,Retail,LKR,154.8,0.4807
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,676.4,2.1006
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Carrots,KG,actual,Retail,LKR,1246.67,3.8716
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,68.0,0.2112
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,521.6,1.6199
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,498.4,1.5478
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Papaya,KG,actual,Retail,LKR,182.8,0.5677
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,289.0,0.8975
2024-01-15,Uva,Moneragala,Monaragala,6.87469,81.23173,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,670.4,2.082
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,196.64,0.6107
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,224.25,0.6964
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,cereals and tubers,Rice (white),KG,actual,Retail,LKR,253.23,0.7864
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,52.97,0.1645
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1342.62,4.1696
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2739.78,8.5086
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1202.26,3.7337
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1280.69,3.9773
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1278.28,3.9698
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,Beans,KG,actual,Retail,LKR,878.6,2.7286
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1242.34,3.8582
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,pulses and nuts,Lentils,KG,actual,Retail,LKR,339.3,1.0537
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Bananas,KG,actual,Retail,LKR,239.21,0.7429
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,733.01,2.2764
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Carrots,KG,actual,Retail,LKR,1229.05,3.8169
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,96.48,0.2996
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,710.57,2.2067
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,481.26,1.4946
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Papaya,KG,actual,Retail,LKR,252.35,0.7837
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,276.8,0.8596
2024-01-15,Western,Colombo,Colombo City,6.931944,79.847778,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,466.47,1.4487
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,406.0,1.2609
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,218.25,0.6778
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,cereals and tubers,Rice (white),KG,actual,Retail,LKR,235.5,0.7314
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2096.67,6.5114
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1197.6,3.7193
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2880.0,8.9441
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,881.33,2.7371
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2225.0,6.9099
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,pulses and nuts,Beans,KG,actual,Retail,LKR,941.2,2.923
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1062.63,3.3001
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1182.2,3.6714
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,pulses and nuts,Lentils,KG,actual,Retail,LKR,321.6,0.9988
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Bananas,KG,actual,Retail,LKR,205.5,0.6382
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,702.4,2.1814
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Carrots,KG,actual,Retail,LKR,1528.0,4.7453
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,93.6,0.2907
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,658.8,2.046
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,432.2,1.3422
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,512.5,1.5916
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,237.6,0.7379
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,401.6,1.2472
2024-01-15,Western,Colombo,Meegoda(DEC),6.8438059,80.045803,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,675.6,2.0981
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,cereals and tubers,Rice (white),KG,actual,Retail,LKR,259.9,0.8071
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2040.0,6.3354
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1296.0,4.0248
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,955.0,2.9658
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2000.0,6.2112
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,850.0,2.6398
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2120.0,6.5839
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1223.0,3.7981
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1266.13,3.9321
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,pulses and nuts,Beans,KG,actual,Retail,LKR,846.5,2.6289
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1160.6,3.6043
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,pulses and nuts,Lentils,KG,actual,Retail,LKR,347.2,1.0783
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,Bananas,KG,actual,Retail,LKR,192.17,0.5968
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,686.0,2.1304
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,94.33,0.293
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,729.0,2.264
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,508.0,1.5776
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,546.67,1.6977
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,Papaya,KG,actual,Retail,LKR,237.67,0.7381
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,314.0,0.9752
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,271.0,0.8416
2024-01-15,Western,Gampaha,Gampaha,7.081500053405762,79.97720336914062,vegetables and fruits,Snake gourd,KG,actual,Retail,LKR,465.0,1.4441
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,197.6,0.6137
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,cereals and tubers,Potatoes (local),KG,actual,Retail,LKR,413.6,1.2845
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,222.8,0.6919
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,cereals and tubers,Rice (white),KG,actual,Retail,LKR,247.67,0.7692
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1329.6,4.1292
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1052.8,3.2696
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,2235.6,6.9429
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,954.4,2.964
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1242.8,3.8596
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1207.2,3.7491
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,pulses and nuts,"Cowpeas (whole, average)",KG,actual,Retail,LKR,1283.2,3.9851
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,pulses and nuts,Lentils,KG,actual,Retail,LKR,317.0,0.9845
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,693.2,2.1528
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,vegetables and fruits,Carrots,KG,actual,Retail,LKR,1320.0,4.0994
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,93.0,0.2888
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,639.2,1.9851
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,475.6,1.477
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,514.8,1.5988
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,vegetables and fruits,Pumpkin,KG,actual,Retail,LKR,221.2,0.687
2024-01-15,Western,Kalutara,Kalutara,6.587399959564209,79.95919799804688,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,687.6,2.1354
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,160.0,0.5117
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,220.0,0.7035
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,58.75,0.1879
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,"meat, fish and eggs","Fish (dry, katta)",KG,actual,Retail,LKR,2200.0,7.0355
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1260.0,4.0294
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,1040.0,3.3259
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,"meat, fish and eggs",Fish (jack),KG,actual,Retail,LKR,1582.5,5.0608
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,"meat, fish and eggs",Fish (sail fish),KG,actual,Retail,LKR,2255.5,7.213
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,917.5,2.9341
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,"meat, fish and eggs","Meat (chicken, broiler)",KG,actual,Retail,LKR,1143.0,3.6553
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1091.0,3.489
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,pulses and nuts,Beans,KG,actual,Retail,LKR,836.5,2.6751
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1235.0,3.9495
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,pulses and nuts,Lentils,KG,actual,Retail,LKR,340.0,1.0873
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,Bananas,KG,actual,Retail,LKR,229.5,0.7339
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,Cabbage,KG,actual,Retail,LKR,572.5,1.8308
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,Carrots,KG,actual,Retail,LKR,770.0,2.4624
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,Coconut,Unit,actual,Retail,LKR,78.5,0.251
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,Eggplants,KG,actual,Retail,LKR,391.0,1.2504
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,Onions (imported),KG,actual,Retail,LKR,405.0,1.2952
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,"Onions (red, imported)",KG,actual,Retail,LKR,393.5,1.2584
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,Papaya,KG,actual,Retail,LKR,260.5,0.8331
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,Pineapples,KG,actual,Retail,LKR,404.0,1.292
2024-02-15,Central,Kandy,Kandy,7.294600009918213,80.5906982421875,vegetables and fruits,Tomatoes,KG,actual,Retail,LKR,882.5,2.8222
2024-02-15,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Potatoes (imported),KG,actual,Retail,LKR,157.33,0.5031
2024-02-15,Central,Matale,Matale,7.465357,80.624242,cereals and tubers,Rice (medium grain),KG,actual,Retail,LKR,217.4,0.6952
2024-02-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Eggs,Unit,actual,Retail,LKR,57.75,0.1847
2024-02-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs","Fish (dry, sprats)",KG,actual,Retail,LKR,1206.25,3.8575
2024-02-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (goldstripe sardinella),KG,actual,Retail,LKR,800.0,2.5584
2024-02-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (skipjack tuna),KG,actual,Retail,LKR,1087.5,3.4778
2024-02-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (trenched sardinella),KG,actual,Retail,LKR,978.12,3.128
2024-02-15,Central,Matale,Matale,7.465357,80.624242,"meat, fish and eggs",Fish (yellowfin tuna),KG,actual,Retail,LKR,2062.5,6.5958
2024-02-15,Central,Matale,Matale,7.465357,80.624242,miscellaneous food,"Chili (red, dry raw)",KG,actual,Retail,LKR,1029.5,3.2923
2024-02-15,Central,Matale,Matale,7.465357,80.624242,pulses and nuts,Beans,KG,actual,Retail,LKR,667.0,2.133
2024-02-15,Central,Matale,Matale,7.465357,80.624242,pulses and nuts,Beans (mung),KG,actual,Retail,LKR,1089.25,3.4834
